rank_test_macro_f1,param_n_estimators,param_learning_rate,param_estimator__max_depth,param_estimator__min_samples_leaf,param_estimator__criterion,param_estimator__class_weight,mean_test_macro_f1,std_test_macro_f1,mean_test_f1_g,std_test_f1_g,mean_test_f1_b,std_test_f1_b,mean_test_recall_b,std_test_recall_b,mean_test_accuracy,std_test_accuracy,mean_test_roc_auc,std_test_roc_auc,mean_train_macro_f1,std_train_macro_f1
90,200,0.1,3,2,gini,balanced,0.9269140332030279,0.019559070508934205,0.95034764704127,0.012822403503296378,0.9034804193647858,0.02636957135403266,0.8569230769230769,0.032737073423434786,0.9344466800804829,0.017226160471601196,0.9627692307692308,0.01963386389108724,0.9976628920539934,0.0031218155215387866
90,25,0.5,3,5,entropy,balanced,0.9269140332030279,0.019559070508934205,0.95034764704127,0.012822403503296378,0.9034804193647858,0.02636957135403266,0.8569230769230769,0.032737073423434786,0.9344466800804829,0.017226160471601196,0.9565948717948718,0.026076185239178453,0.9992254792519397,0.0015490414961204734
92,100,0.5,3,1,gini,balanced,0.9269037026682321,0.016805572096162527,0.9503450783149987,0.010831380625190016,0.9034623270214655,0.022888989014884068,0.8569230769230769,0.032737073423434786,0.9344466800804829,0.014666558953351354,0.9676991452991451,0.020757992386940975,1.0,0.0
93,100,1.0,3,2,entropy,balanced,0.926797792764565,0.015958121370027892,0.9505814011319667,0.010725755999215929,0.9030141843971631,0.0211996243654399,0.8495384615384616,0.02752771599550159,0.9345271629778672,0.014241493606951363,0.9710769230769232,0.019492480910311655,1.0,0.0
94,200,0.5,3,1,gini,,0.9266885307433828,0.016557763354564176,0.9505814011319667,0.010725755999215929,0.9027956603547986,0.022441777230496132,0.8492307692307692,0.029704660642823795,0.934486921529175,0.014495079303840709,0.966694017094017,0.01947652910340288,1.0,0.0
95,200,1.5,2,5,gini,balanced,0.9266847190439869,0.028791729986614705,0.9504805491990845,0.018303546650056124,0.902888888888889,0.03937066652618483,0.8569230769230769,0.0546965810296344,0.9344466800804829,0.024965400394110493,0.9740991452991452,0.02067090764033214,1.0,0.0
96,200,1.0,3,1,gini,balanced,0.9266798271336227,0.013099353685728506,0.9505794117354501,0.00829781937398423,0.9027802425317952,0.017985994894564546,0.8492307692307692,0.02970466064282379,0.934486921529175,0.011334666777784263,0.9714529914529914,0.020132427379390364,1.0,0.0
97,100,0.5,2,1,entropy,,0.9266606574913968,0.02259115908398897,0.9504340546207397,0.014219253298808908,0.9028872603620541,0.031044553711731,0.8566153846153846,0.048829130892005836,0.9344064386317907,0.019521458162795748,0.9664615384615385,0.02141773791525792,1.0,0.0
98,200,0.5,3,1,gini,balanced,0.9266541832035253,0.024032879611066645,0.9506719186734702,0.015720317893318774,0.90263644773358,0.03236609238730576,0.8495384615384616,0.04514172291715275,0.9345271629778672,0.02115935016347406,0.9702358974358974,0.017331864601709542,1.0,0.0
99,100,0.5,3,5,gini,balanced,0.9266086063910933,0.028067133674531133,0.9507580700131457,0.0180724896105805,0.902459142769041,0.03807655752578499,0.8498461538461539,0.056077714461019154,0.9345674044265593,0.024523655217664222,0.9703931623931623,0.017195459683739676,1.0,0.0
100,200,0.5,2,5,gini,,0.9265876478370287,0.01691857214191295,0.9505814011319667,0.010725755999215929,0.9025938945420906,0.02316205377017601,0.8489230769230769,0.03095941225379756,0.9344466800804829,0.014666558953351354,0.9712615384615384,0.01943191564050898,1.0,0.0
101,200,0.5,2,2,gini,,0.9265876478370286,0.01691857214191295,0.9505814011319667,0.010725755999215929,0.9025938945420906,0.02316205377017601,0.8489230769230769,0.03095941225379756,0.9344466800804829,0.014666558953351354,0.9668581196581197,0.021174640974773316,1.0,0.0
102,100,0.5,3,1,gini,,0.9264592165843416,0.0268414340514926,0.9507143032897811,0.016899275051849023,0.902204129878902,0.03684451577830466,0.8492307692307692,0.052937386258723865,0.934486921529175,0.023165447033664775,0.9672478632478633,0.017556971954945755,1.0,0.0
103,50,0.5,3,5,gini,balanced,0.926453018263464,0.02489423666184295,0.9507127620540186,0.015437790608783756,0.9021932744729098,0.03440668342140048,0.8492307692307692,0.052937386258723865,0.9344869215291751,0.02133085284765484,0.9734017094017094,0.01566817875674657,1.0,0.0
104,200,1.0,3,2,entropy,,0.9264458331828198,0.012757003563064627,0.9507640067911716,0.008500275429776384,0.902127659574468,0.017021276595744705,0.8415384615384616,0.02294320231668584,0.9344869215291751,0.011334666777784266,0.9718222222222224,0.01639897618002681,1.0,0.0
105,100,1.0,2,1,gini,,0.926444038275989,0.02467985799025186,0.9506719186734702,0.015720317893318774,0.9022161578785075,0.033679416269662366,0.8489230769230769,0.047312632637601035,0.9344466800804829,0.02144774838335726,0.9728410256410257,0.021022161896851726,1.0,0.0
106,50,1.5,3,2,gini,balanced,0.9264100324079564,0.03329940559788881,0.9507191504446137,0.0219939353402309,0.9021009143712989,0.044614652775780035,0.8492307692307692,0.05867168707226103,0.9344466800804829,0.029464710689601672,0.9678700854700855,0.02331052791165826,1.0,0.0
107,50,0.1,3,5,entropy,,0.9264072361837364,0.023981622415286074,0.9507640067911713,0.016038926618149072,0.9020504655763014,0.03199349000708167,0.8412307692307692,0.035861667161436205,0.9344869215291751,0.02133085284765484,0.9644307692307692,0.017914877011056454,0.9636125319373164,0.004752675446970523
107,100,0.1,3,5,entropy,,0.9264072361837364,0.023981622415286074,0.9507640067911713,0.016038926618149072,0.9020504655763014,0.03199349000708167,0.8412307692307692,0.035861667161436205,0.9344869215291751,0.02133085284765484,0.962748717948718,0.019651734079938105,0.9929772571090141,0.005762502892366512
109,200,1.5,2,1,entropy,,0.9263985325739765,0.007886497670323612,0.9507620173946549,0.005105621758487042,0.9020350477532981,0.010913909885224997,0.8412307692307692,0.025417694065308766,0.9344869215291751,0.0068441228731066376,0.9678358974358974,0.012559594981867617,1.0,0.0
110,200,1.5,3,5,gini,balanced,0.92636750069498,0.016658908957426232,0.9508077735145359,0.010643294372973164,0.901927227875424,0.022694721236881415,0.8415384615384616,0.03415246012433625,0.934486921529175,0.014495079303840709,0.9733675213675215,0.014861440545175955,1.0,0.0
111,50,1.0,3,1,entropy,,0.9263022236217802,0.02203537417711461,0.9508545243326753,0.014293641147855581,0.901749922910885,0.029785801555091453,0.8415384615384616,0.042501653291894176,0.934486921529175,0.019322852536493663,0.9606290598290599,0.019693133885802364,1.0,0.0
112,200,0.1,2,2,gini,,0.9262976496676224,0.02201288034515913,0.9507620173946549,0.014527899305166146,0.9018332819405901,0.029596680721068035,0.8409230769230769,0.03684093426977416,0.9344466800804829,0.019451818877795957,0.9567521367521369,0.025555458365307,0.9898616863317145,0.004716915352179528
113,200,0.5,3,2,entropy,balanced,0.9262750576539057,0.023129339963884995,0.9507006881392354,0.013810038162140647,0.9018494271685761,0.032592579176742596,0.8486153846153845,0.0595493927552145,0.9344466800804829,0.019451818877795957,0.9572581196581197,0.03096441341432711,1.0,0.0
114,25,1.0,3,1,entropy,balanced,0.9262623139860992,0.03624226678910252,0.9506529702181876,0.022234567927015676,0.9018716577540108,0.05035425830642662,0.8566153846153846,0.0747280671747145,0.9344064386317907,0.030862856320022555,0.9629196581196581,0.02511958082131288,1.0,0.0
115,100,1.0,3,1,entropy,balanced,0.9261827843558745,0.02278112416000972,0.9508525663476826,0.014030219395794066,0.9015130023640662,0.03155806121038392,0.8412307692307692,0.0438868906576626,0.9344466800804829,0.019451818877795957,0.9701811965811965,0.02239428874312202,1.0,0.0
116,200,1.5,3,2,entropy,,0.9261740807461145,0.020405988190564325,0.9508505769511661,0.01227436759319757,0.9014975845410629,0.02856106305540245,0.8412307692307692,0.0438868906576626,0.9344466800804829,0.017226160471601158,0.9760136752136752,0.01585041626627381,1.0,0.0
117,200,1.5,2,5,gini,,0.9261659183822951,0.029931597710816053,0.9507947639083684,0.01760868184351721,0.9015370728562218,0.042299507699964,0.8489230769230769,0.06448631798374437,0.9344466800804829,0.024965400394110517,0.9740307692307691,0.012121856273601874,1.0,0.0
117,200,1.0,3,5,gini,balanced,0.9261659183822951,0.029931597710816053,0.9507947639083684,0.01760868184351721,0.9015370728562218,0.042299507699964,0.8489230769230769,0.06448631798374437,0.9344466800804829,0.024965400394110517,0.9720136752136753,0.017147125704785462,1.0,0.0
119,100,1.5,3,5,gini,,0.9261232846053014,0.022811299348707778,0.9509371450400712,0.013795548819138245,0.9013094241705316,0.03184349072160395,0.8415384615384616,0.05555529257005474,0.9344869215291751,0.019322852536493663,0.9764717948717948,0.011576704462004673,1.0,0.0
120,200,1.5,2,1,entropy,balanced,0.9261006413090953,0.033225181588503024,0.9508415147265076,0.020027365149704157,0.9013597678916827,0.04648928479849047,0.8489230769230769,0.06927109936402477,0.9344466800804829,0.028045258475555224,0.970017094017094,0.023437237738080256,1.0,0.0
120,200,1.5,2,2,entropy,balanced,0.9261006413090953,0.033225181588503024,0.9508415147265076,0.020027365149704157,0.9013597678916827,0.04648928479849047,0.8489230769230769,0.06927109936402477,0.9344466800804829,0.028045258475555224,0.970017094017094,0.023437237738080256,1.0,0.0
122,50,0.1,3,2,entropy,,0.9259175655161498,0.030374131665344906,0.9510385435104578,0.019590803847271108,0.9007965875218419,0.04117710137634753,0.8332307692307692,0.046922824715589534,0.9344466800804829,0.026550025798471055,0.9639623931623932,0.02619693763090428,0.9700359572422057,0.0070070708597728066
123,50,0.1,2,1,gini,,0.9258988904331302,0.0244832631805923,0.9510717415648278,0.015767896254943594,0.9007260393014324,0.03334165834074137,0.8335384615384616,0.05222074221188133,0.934486921529175,0.02133085284765484,0.9602324786324786,0.019202179241752874,0.9530705566601817,0.00414389445518125
123,50,0.1,2,2,gini,,0.9258988904331302,0.0244832631805923,0.9510717415648278,0.015767896254943594,0.9007260393014324,0.03334165834074137,0.8335384615384616,0.05222074221188133,0.934486921529175,0.02133085284765484,0.9602324786324786,0.019202179241752874,0.9530705566601817,0.00414389445518125
123,50,0.1,2,5,gini,,0.9258988904331302,0.0244832631805923,0.9510717415648278,0.015767896254943594,0.9007260393014324,0.03334165834074137,0.8335384615384616,0.05222074221188133,0.934486921529175,0.02133085284765484,0.9612102564102564,0.01991052643078817,0.9530705566601817,0.00414389445518125
126,100,0.5,1,1,entropy,,0.9258423169696902,0.030303616214276095,0.9511204817794837,0.019539006918806872,0.9005641521598969,0.041151612248070776,0.8335384615384616,0.058025907292861556,0.9344869215291751,0.026455684500537455,0.9606085470085471,0.02288471930515003,0.9538452959054707,0.0066032835101654565
126,100,0.5,1,2,entropy,,0.9258423169696902,0.030303616214276095,0.9511204817794837,0.019539006918806872,0.9005641521598969,0.041151612248070776,0.8335384615384616,0.058025907292861556,0.9344869215291751,0.026455684500537455,0.9606085470085471,0.02288471930515003,0.9538452959054707,0.0066032835101654565
126,100,0.5,1,5,entropy,,0.9258423169696902,0.030303616214276095,0.9511204817794837,0.019539006918806872,0.9005641521598969,0.041151612248070776,0.8335384615384616,0.058025907292861556,0.9344869215291751,0.026455684500537455,0.9606085470085471,0.02288471930515003,0.9538452959054707,0.0066032835101654565
129,200,1.5,3,1,entropy,balanced,0.9258233028902149,0.029946446145244283,0.9509797777844092,0.017672626759233336,0.9006668279960206,0.042240311671283476,0.8409230769230769,0.0625879735881409,0.9344064386317907,0.025019697999485488,0.9822427350427351,0.01314794811761181,1.0,0.0
130,100,0.1,2,5,gini,,0.925812934106666,0.028618774774393865,0.9510771338764386,0.018431216446756785,0.9005487343368935,0.03890050163819094,0.8332307692307692,0.05330808080666515,0.9344466800804829,0.024965400394110493,0.9602940170940173,0.02386959090875284,0.9668249057370009,0.007030613161688379
131,50,0.1,3,5,gini,balanced,0.9241648115882481,0.045552984998128564,0.9477607684375611,0.032646560076774585,0.9005688547389354,0.058547861232956695,0.8569230769230769,0.04849449428885056,0.9315492957746478,0.041871299879947706,0.9569811965811965,0.025174745203092295,0.9844098335323442,0.006051060069673152
132,100,0.1,3,5,gini,balanced,0.924016387049399,0.03718157622495426,0.9479180473570376,0.024955788040994957,0.9001147267417606,0.04942708705572326,0.8646153846153846,0.05490389667248114,0.9315492957746478,0.03316842669085634,0.9605948717948719,0.0272522477142501,0.9968761903313542,0.00456475818219169
133,50,0.1,3,2,entropy,balanced,0.9239933561885948,0.027274816334133183,0.9480532607356634,0.018721855859418778,0.8999334516415262,0.03591019083694832,0.8572307692307692,0.04038161160990257,0.9316297786720321,0.02455796845008615,0.9626427350427351,0.02249830240103643,0.9732279672807176,0.006995478595282069
134,50,0.1,3,2,gini,balanced,0.923919991445595,0.03696572420124375,0.9480598410472183,0.025065764072656677,0.8997801418439716,0.048887654025951785,0.8569230769230769,0.04849449428885056,0.93158953722334,0.033130958469909835,0.9607863247863249,0.024764883151441784,0.9898632838759749,0.0053201567476157206
135,100,0.1,3,2,entropy,balanced,0.9236458277381556,0.03096520932657877,0.9482438602250006,0.021041449618123577,0.8990477952513105,0.04094570930032874,0.8489230769230769,0.039981060604998835,0.93158953722334,0.02776922391587481,0.9616615384615385,0.02483986530987546,0.9858600947911231,0.011598829681144422
136,50,0.1,3,5,gini,,0.9236178159881515,0.02812824819526886,0.9482663648368233,0.02069164657323085,0.8989692671394799,0.035708418445591736,0.8415384615384616,0.03415246012433625,0.9316297786720323,0.026167278564204054,0.9561641025641027,0.02705008944050152,0.9843442888737165,0.00792728944347684
137,200,0.5,2,2,entropy,,0.9235936060795957,0.021543726832338128,0.9482935951379149,0.014209787931940459,0.8988936170212767,0.028908121574797125,0.8489230769230769,0.030959412253797565,0.93158953722334,0.019051680544872395,0.9638017094017094,0.02542474160286307,1.0,0.0
138,50,1.0,2,5,entropy,balanced,0.9235700944306432,0.022624221803852124,0.9481809569415681,0.013628314406230559,0.8989592319197183,0.031715773054903335,0.8569230769230769,0.0546965810296344,0.9315492957746478,0.01911676362765648,0.9629880341880342,0.02371056486279772,0.9992254792519397,0.0015490414961204734
138,100,1.0,2,5,entropy,balanced,0.9235700944306432,0.022624221803852124,0.9481809569415681,0.013628314406230559,0.8989592319197183,0.031715773054903335,0.8569230769230769,0.0546965810296344,0.9315492957746478,0.01911676362765648,0.9629880341880342,0.02371056486279772,0.9992254792519397,0.0015490414961204734
138,200,1.0,2,5,entropy,balanced,0.9235700944306432,0.022624221803852124,0.9481809569415681,0.013628314406230559,0.8989592319197183,0.031715773054903335,0.8569230769230769,0.0546965810296344,0.9315492957746478,0.01911676362765648,0.9629880341880342,0.02371056486279772,0.9992254792519397,0.0015490414961204734
141,100,1.0,2,2,gini,,0.9234499965185561,0.028038001477980783,0.9483841126794186,0.018287121127477695,0.8985158803576935,0.037824679475520165,0.8489230769230769,0.047312632637601035,0.93158953722334,0.024654908046219566,0.9772854700854701,0.015520156585166315,1.0,0.0
142,200,0.1,3,1,gini,balanced,0.9234456447136761,0.028361496176224184,0.9483831179811604,0.018074249710168515,0.8985081714461918,0.038675094623660165,0.8489230769230769,0.04731263263760104,0.93158953722334,0.024654908046219594,0.9630837606837606,0.024375223490230788,1.0,0.0
143,100,0.5,3,2,gini,,0.9234417888774729,0.026376483555979983,0.9484209444746833,0.016732794373344805,0.8984626332802625,0.03612880382368096,0.8492307692307692,0.052937386258723865,0.9316297786720321,0.022835524109032442,0.9702222222222222,0.017373173587281878,1.0,0.0
144,25,0.5,3,1,entropy,,0.9234116216687506,0.01855585187293488,0.9484756249191808,0.01261434211467015,0.8983476184183201,0.024577248486908506,0.8412307692307692,0.025417694065308766,0.9316297786720321,0.016630189480295456,0.9559794871794873,0.030378107468991836,1.0,0.0
145,200,0.5,3,1,entropy,,0.923385977738653,0.018657672531013327,0.9485681318572011,0.012196291576488173,0.8982038236201048,0.025147362610007197,0.8415384615384616,0.03415246012433625,0.9316700201207244,0.01641663697040654,0.9705641025641025,0.018328051756509086,1.0,0.0
146,200,0.5,3,5,gini,,0.923377274128893,0.015667954419370144,0.9485661424606846,0.010126869330918794,0.8981884057971014,0.021262899639306086,0.8415384615384616,0.03415246012433625,0.9316700201207244,0.013706688745167223,0.9711247863247863,0.018838464311071973,1.0,0.0
146,200,1.0,3,5,entropy,balanced,0.923377274128893,0.015667954419370144,0.9485661424606846,0.010126869330918794,0.8981884057971014,0.021262899639306086,0.8415384615384616,0.03415246012433625,0.9316700201207244,0.013706688745167223,0.9725401709401709,0.017109851128076906,1.0,0.0
148,50,1.0,3,5,gini,,0.9233756688009921,0.022370208351935823,0.9484587723489326,0.01351368741898528,0.8982925652530517,0.03129878081982642,0.8495384615384616,0.057600131492289104,0.9316297786720321,0.018926062855537426,0.9744752136752135,0.015599960664605353,1.0,0.0
149,200,0.5,3,2,gini,,0.9233463445955508,0.012245108955570362,0.9485223757373202,0.007831489770494714,0.8981703134537812,0.01674726652163338,0.8412307692307692,0.025417694065308766,0.9316297786720321,0.010644148440719904,0.9713025641025641,0.01659888174851964,1.0,0.0
150,200,0.1,2,1,gini,,0.9232454616891965,0.023910184477164916,0.94852237573732,0.015694735318114602,0.8979685476410731,0.0321832483468491,0.8409230769230769,0.03684093426977416,0.93158953722334,0.021085520734501532,0.9569299145299146,0.02575290373048324,0.9898616863317145,0.004716915352179528
150,200,0.1,2,5,gini,,0.9232454616891965,0.023910184477164916,0.94852237573732,0.015694735318114602,0.8979685476410731,0.0321832483468491,0.8409230769230769,0.03684093426977416,0.93158953722334,0.021085520734501532,0.9577982905982905,0.025430287038641627,0.9922239357088689,0.0024657999360006492
152,100,0.5,3,1,entropy,balanced,0.9232254975716275,0.02818283562150647,0.9486094903637298,0.018053022936045708,0.8978415047795252,0.038326034891725584,0.8415384615384616,0.049461000116701834,0.9316297786720321,0.024557968450086173,0.9667965811965813,0.020905846209307733,1.0,0.0
153,100,1.5,3,1,entropy,balanced,0.9232117893525166,0.02975398863398458,0.9483513885641546,0.01731136159670779,0.8980721901408785,0.04229759238607473,0.8566153846153846,0.0747280671747145,0.9315492957746478,0.024705234481367792,0.9794393162393163,0.011443743683185556,1.0,0.0
154,200,0.1,3,2,gini,,0.9232091701232431,0.027914652388225054,0.9485691265554594,0.018372992877898234,0.8978492136910269,0.03746783503683133,0.8412307692307692,0.0438868906576626,0.93158953722334,0.024654908046219566,0.9664615384615385,0.020412861864653926,1.0,0.0
155,100,0.5,3,2,gini,balanced,0.9231910111194693,0.0221295648821789,0.948610516473512,0.01368886289009352,0.8977715057654267,0.03063513746759842,0.8412307692307692,0.0438868906576626,0.9316297786720321,0.018926062855537426,0.9732239316239315,0.01501384015845384,1.0,0.0
156,100,1.0,3,1,gini,,0.9231865238169193,0.02274324851873527,0.9484687227833313,0.01349221849905835,0.8979043248505075,0.03199757748353417,0.8486153846153845,0.053908535293725,0.9315492957746478,0.019116763627656484,0.9751384615384614,0.01658869369677043,1.0,0.0
157,200,0.5,2,1,gini,,0.9231758328111168,0.019448682183950836,0.9485681318572011,0.012196291576488173,0.8977835337650324,0.02674701882805423,0.8409230769230769,0.03684093426977416,0.93158953722334,0.016773010419201602,0.9688136752136753,0.019165293588679366,1.0,0.0
158,25,0.1,3,5,gini,,0.9230165882685029,0.025566146851983093,0.9486858430194592,0.01737207405776472,0.8973473335175463,0.03400346025504275,0.8335384615384616,0.045683759884227605,0.9316297786720323,0.02283552410903247,0.9579384615384615,0.02152703970654778,0.966030754061183,0.004896811396952786
159,200,0.5,1,1,gini,,0.9230161475301555,0.03188135642342675,0.9486552778951346,0.020430753046936166,0.8973770171651763,0.04340432793245365,0.8409230769230769,0.057247309437822684,0.93158953722334,0.027769223915874764,0.9653948717948719,0.020902558510801132,0.9804174513516484,0.004350009310074728
159,200,0.5,1,2,gini,,0.9230161475301555,0.03188135642342675,0.9486552778951346,0.020430753046936166,0.8973770171651763,0.04340432793245365,0.8409230769230769,0.057247309437822684,0.93158953722334,0.027769223915874764,0.9653948717948719,0.020902558510801132,0.9804174513516484,0.004350009310074728
159,200,0.5,1,5,gini,,0.9230161475301555,0.03188135642342675,0.9486552778951346,0.020430753046936166,0.8973770171651763,0.04340432793245365,0.8409230769230769,0.057247309437822684,0.93158953722334,0.027769223915874764,0.9653948717948719,0.020902558510801132,0.9804174513516484,0.004350009310074728
159,200,1.0,1,1,entropy,,0.9230161475301555,0.03188135642342675,0.9486552778951346,0.020430753046936166,0.8973770171651763,0.04340432793245365,0.8409230769230769,0.057247309437822684,0.93158953722334,0.027769223915874764,0.957251282051282,0.024310299306026673,1.0,0.0
159,200,1.0,1,2,entropy,,0.9230161475301555,0.03188135642342675,0.9486552778951346,0.020430753046936166,0.8973770171651763,0.04340432793245365,0.8409230769230769,0.057247309437822684,0.93158953722334,0.027769223915874764,0.957251282051282,0.024310299306026673,1.0,0.0
159,200,1.0,1,5,entropy,,0.9230161475301555,0.03188135642342675,0.9486552778951346,0.020430753046936166,0.8973770171651763,0.04340432793245365,0.8409230769230769,0.057247309437822684,0.93158953722334,0.027769223915874764,0.957251282051282,0.024310299306026673,1.0,0.0
165,100,0.5,3,2,entropy,balanced,0.9229415751158336,0.02259684512337477,0.9486436521411055,0.013553395130316856,0.8972394980905619,0.03179102318852325,0.8406153846153845,0.0574454204559506,0.93158953722334,0.019051680544872395,0.9563692307692306,0.031241701313186574,1.0,0.0
166,25,0.1,2,1,gini,balanced,0.9228493018178023,0.030072670130708454,0.9487955303495527,0.01937631916482997,0.8969030732860521,0.040810685104929176,0.8332307692307692,0.046922824715589534,0.93158953722334,0.02625827762494653,0.959425641025641,0.019186273613860393,0.9476648190279834,0.007989289943435148
166,25,0.1,2,2,gini,balanced,0.9228493018178023,0.030072670130708454,0.9487955303495527,0.01937631916482997,0.8969030732860521,0.040810685104929176,0.8332307692307692,0.046922824715589534,0.93158953722334,0.02625827762494653,0.959425641025641,0.019186273613860393,0.9476648190279834,0.007989289943435148
166,25,0.1,2,5,gini,balanced,0.9228493018178023,0.030072670130708454,0.9487955303495527,0.01937631916482997,0.8969030732860521,0.040810685104929176,0.8332307692307692,0.046922824715589534,0.93158953722334,0.02625827762494653,0.9596923076923076,0.019306307105355875,0.9476648190279834,0.007989289943435148
169,200,1.5,3,1,gini,,0.9228405982080424,0.019783381583554603,0.9487935409530361,0.012010583611772202,0.8968876554630485,0.0275841135749682,0.8332307692307692,0.039519001496621096,0.93158953722334,0.016773010419201564,0.9797675213675212,0.011669020644771133,1.0,0.0
170,100,1.0,1,1,entropy,,0.9227616196962334,0.033734900246218634,0.9487418459840397,0.021388146791175972,0.8967813934084272,0.046154323013619616,0.8406153846153845,0.06767552239444441,0.9315492957746478,0.029244598987899228,0.9567042735042735,0.026076247991777077,0.996896916882756,0.0015515717717266627
170,100,1.0,1,2,entropy,,0.9227616196962334,0.033734900246218634,0.9487418459840397,0.021388146791175972,0.8967813934084272,0.046154323013619616,0.8406153846153845,0.06767552239444441,0.9315492957746478,0.029244598987899228,0.9567042735042735,0.026076247991777077,0.996896916882756,0.0015515717717266627
170,100,1.0,1,5,entropy,,0.9227616196962334,0.033734900246218634,0.9487418459840397,0.021388146791175972,0.8967813934084272,0.046154323013619616,0.8406153846153845,0.06767552239444441,0.9315492957746478,0.029244598987899228,0.9567042735042735,0.026076247991777077,0.996896916882756,0.0015515717717266627
173,100,0.5,1,1,gini,,0.9227507830631158,0.02834085103367461,0.9488348994595647,0.018148170394562946,0.8966666666666667,0.03862609621281934,0.8332307692307692,0.05330808080666515,0.93158953722334,0.024654908046219566,0.9575794871794872,0.025410394346467986,0.9628139146073437,0.004106941633003601
173,100,0.5,1,2,gini,,0.9227507830631158,0.02834085103367461,0.9488348994595647,0.018148170394562946,0.8966666666666667,0.03862609621281934,0.8332307692307692,0.05330808080666515,0.93158953722334,0.024654908046219566,0.9575794871794872,0.025410394346467986,0.9628139146073437,0.004106941633003601
173,100,0.5,1,5,gini,,0.9227507830631158,0.02834085103367461,0.9488348994595647,0.018148170394562946,0.8966666666666667,0.03862609621281934,0.8332307692307692,0.05330808080666515,0.93158953722334,0.024654908046219566,0.9575794871794872,0.025410394346467986,0.9628139146073437,0.004106941633003601
176,50,0.5,2,2,gini,,0.9227034734752404,0.032387542927542805,0.9487900103207567,0.02012434444915718,0.8966169366297244,0.04467667323561286,0.8406153846153845,0.06767552239444441,0.9315492957746478,0.027813915885790207,0.9579555555555557,0.024192805787089967,1.0,0.0
177,200,1.0,3,1,gini,,0.9226691802331952,0.024780449893864104,0.9488392970729173,0.015219940865604187,0.8964990633934734,0.03435946231947405,0.8329230769230769,0.0476237720958667,0.9315492957746478,0.02114434450761987,0.9765538461538462,0.01725731776483691,1.0,0.0
178,100,0.1,2,1,entropy,,0.922574111504818,0.026144443123010182,0.9490166949632144,0.016890271970051045,0.8961315280464216,0.03549520651821641,0.8255384615384616,0.047324637365490155,0.9316297786720323,0.02283552410903247,0.9562256410256411,0.025219719165507304,0.9563157896435321,0.0035859359834086333
178,100,0.1,2,2,entropy,,0.922574111504818,0.026144443123010182,0.9490166949632144,0.016890271970051045,0.8961315280464216,0.03549520651821641,0.8255384615384616,0.047324637365490155,0.9316297786720323,0.02283552410903247,0.9560478632478633,0.025320735532216868,0.9579463495327932,0.0032205349767249762
178,100,0.1,2,5,entropy,,0.922574111504818,0.026144443123010182,0.9490166949632144,0.016890271970051045,0.8961315280464216,0.03549520651821641,0.8255384615384616,0.047324637365490155,0.9316297786720323,0.02283552410903247,0.9570803418803419,0.026416619486280126,0.9571271447413938,0.0030678721079267085
178,25,0.1,3,1,entropy,,0.922574111504818,0.026144443123010182,0.9490166949632144,0.016890271970051045,0.8961315280464216,0.03549520651821641,0.8255384615384616,0.047324637365490155,0.9316297786720323,0.02283552410903247,0.9606358974358974,0.018989335430884723,0.9546718583541345,0.005490200580315111
178,25,0.1,3,2,entropy,,0.922574111504818,0.026144443123010182,0.9490166949632144,0.016890271970051045,0.8961315280464216,0.03549520651821641,0.8255384615384616,0.047324637365490155,0.9316297786720323,0.02283552410903247,0.9631829059829059,0.018913370529234017,0.9546718583541345,0.005490200580315111
183,25,0.5,3,5,gini,,0.9225470116289746,0.03268026822268666,0.9490108511109471,0.019841963401940773,0.8960831721470021,0.045562150002398626,0.8335384615384616,0.06816895126932616,0.9316297786720321,0.027683192021836577,0.9658324786324787,0.01922201479748083,1.0,0.0
184,100,0.1,2,1,gini,,0.9225447286417937,0.02416743597634306,0.9489733470601693,0.015589606988709764,0.8961161102234183,0.03285676247030611,0.8252307692307692,0.04134542038705433,0.93158953722334,0.021085520734501532,0.9594051282051282,0.02320937588423354,0.9676214375228822,0.007812250254975066
184,100,0.1,2,2,gini,,0.9225447286417937,0.02416743597634306,0.9489733470601693,0.015589606988709764,0.8961161102234183,0.03285676247030611,0.8252307692307692,0.04134542038705433,0.93158953722334,0.021085520734501532,0.9594051282051282,0.02320937588423354,0.9676214375228822,0.007812250254975066
186,50,0.5,3,2,entropy,balanced,0.9224931511208307,0.025186405137352364,0.9489120178047499,0.01491555383623258,0.8960742844369116,0.0356163967426141,0.8326153846153845,0.06485231287477033,0.93158953722334,0.021085520734501532,0.954591452991453,0.03169443118859786,1.0,0.0
187,50,0.1,3,1,entropy,,0.9224054708856342,0.032041190536660075,0.9490648592999313,0.020343761656222648,0.8957460824713369,0.04379342264530088,0.8252307692307692,0.05467580623074751,0.93158953722334,0.02776922391587481,0.961302564102564,0.02642777589467437,0.9684123637092679,0.008453619409363278
187,100,0.1,3,1,entropy,,0.9224054708856342,0.032041190536660075,0.9490648592999313,0.020343761656222648,0.8957460824713369,0.04379342264530088,0.8252307692307692,0.05467580623074751,0.93158953722334,0.02776922391587481,0.9614974358974357,0.0224054969617894,0.993742472178018,0.00687182706646366
189,200,1.5,3,2,entropy,balanced,0.9221298713317629,0.03718522891224179,0.9490897434201481,0.021361567697105302,0.8951699992433779,0.05302750590635143,0.8329230769230769,0.07815384615384613,0.9315492957746478,0.03060848286054474,0.9715076923076923,0.016574951330702786,1.0,0.0
