mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__C,param_classifier__class_weight,param_classifier__kernel,param_classifier__gamma,param_classifier__coef0,param_classifier__degree,params,split0_test_macro_f1,split1_test_macro_f1,split2_test_macro_f1,split3_test_macro_f1,split4_test_macro_f1,mean_test_macro_f1,std_test_macro_f1,rank_test_macro_f1,split0_train_macro_f1,split1_train_macro_f1,split2_train_macro_f1,split3_train_macro_f1,split4_train_macro_f1,mean_train_macro_f1,std_train_macro_f1,split0_test_f1_b,split1_test_f1_b,split2_test_f1_b,split3_test_f1_b,split4_test_f1_b,mean_test_f1_b,std_test_f1_b,rank_test_f1_b,split0_train_f1_b,split1_train_f1_b,split2_train_f1_b,split3_train_f1_b,split4_train_f1_b,mean_train_f1_b,std_train_f1_b,split0_test_recall_b,split1_test_recall_b,split2_test_recall_b,split3_test_recall_b,split4_test_recall_b,mean_test_recall_b,std_test_recall_b,rank_test_recall_b,split0_train_recall_b,split1_train_recall_b,split2_train_recall_b,split3_train_recall_b,split4_train_recall_b,mean_train_recall_b,std_train_recall_b,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_train_accuracy,split1_train_accuracy,split2_train_accuracy,split3_train_accuracy,split4_train_accuracy,mean_train_accuracy,std_train_accuracy,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc,split0_train_roc_auc,split1_train_roc_auc,split2_train_roc_auc,split3_train_roc_auc,split4_train_roc_auc,mean_train_roc_auc,std_train_roc_auc
0.010032081604003906,0.0006508036904336042,0.024775171279907228,0.0022941532178943273,3.0,balanced,rbf,0.03,,,"{'classifier__C': 3.0, 'classifier__class_weight': 'balanced', 'classifier__gamma': 0.03, 'classifier__kernel': 'rbf'}",0.9847015729368671,0.9529042386185244,0.9529042386185244,0.9682971014492754,0.9228905045164133,0.9563395312279208,0.02044421069188109,1,0.9766666666666666,0.9807209407632038,0.9806369812984936,0.9768151815181518,0.9806369812984936,0.979095350309002,0.001923198923129316,0.9803921568627451,0.9387755102040817,0.9387755102040817,0.9583333333333334,0.9019607843137255,0.9436474589835935,0.025888601130606727,1,0.97,0.9753694581280788,0.9751243781094527,0.9702970297029703,0.9751243781094527,0.973183048809991,0.0024810808377395766,0.9615384615384616,0.92,0.92,0.92,0.92,0.9283076923076923,0.016615384615384608,25,0.97,0.9801980198019802,0.9702970297029703,0.9702970297029703,0.9702970297029703,0.9722178217821782,0.0039917570198447555,0.9859154929577465,0.9571428571428572,0.9571428571428572,0.9714285714285714,0.9285714285714286,0.9600402414486922,0.01900683327607764,1,0.9785714285714285,0.9822064056939501,0.9822064056939501,0.9786476868327402,0.9822064056939501,0.9807676664972039,0.0017622534569757965,0.9982905982905983,0.9546666666666667,0.9893333333333334,0.9902222222222222,0.9786666666666667,0.9822358974358973,0.015130831391142624,23,0.9934444444444444,0.9993949394939493,0.9962596259625962,0.9943894389438943,0.9959845984598459,0.9958946094609461,0.0020328547562398587
0.01123361587524414,0.0012687355687876667,0.026164674758911134,0.002692195909599613,3.0,balanced,rbf,scale,,,"{'classifier__C': 3.0, 'classifier__class_weight': 'balanced', 'classifier__gamma': 'scale', 'classifier__kernel': 'rbf'}",0.9691304347826086,0.9529042386185244,0.9529042386185244,0.9682971014492754,0.9228905045164133,0.9532253035970693,0.01673641830997089,2,0.9766666666666666,0.9807209407632038,0.9806369812984936,0.9768151815181518,0.9806369812984936,0.979095350309002,0.001923198923129316,0.96,0.9387755102040817,0.9387755102040817,0.9583333333333334,0.9019607843137255,0.9395690276110444,0.020905325185982773,2,0.97,0.9753694581280788,0.9751243781094527,0.9702970297029703,0.9751243781094527,0.973183048809991,0.0024810808377395766,0.9230769230769231,0.92,0.92,0.92,0.92,0.9206153846153846,0.0012307692307692354,26,0.97,0.9801980198019802,0.9702970297029703,0.9702970297029703,0.9702970297029703,0.9722178217821782,0.0039917570198447555,0.971830985915493,0.9571428571428572,0.9571428571428572,0.9714285714285714,0.9285714285714286,0.9572233400402416,0.015723338720659685,2,0.9785714285714285,0.9822064056939501,0.9822064056939501,0.9786476868327402,0.9822064056939501,0.9807676664972039,0.0017622534569757965,0.9982905982905983,0.9546666666666667,0.9893333333333334,0.9902222222222222,0.9795555555555555,0.9824136752136752,0.015093025492299869,22,0.9934999999999999,0.9993949394939493,0.9962596259625962,0.9943894389438943,0.996039603960396,0.9959167216721673,0.0020200900374845302
0.012749719619750976,0.001997304299532469,0.02631516456604004,0.0014883970293107672,30.0,,rbf,0.1,,,"{'classifier__C': 30.0, 'classifier__class_weight': None, 'classifier__gamma': 0.1, 'classifier__kernel': 'rbf'}",0.9847015729368671,0.9529042386185244,0.9529042386185244,0.9694055944055944,0.8794142980189492,0.9478659885196918,0.036213855805757776,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9803921568627451,0.9387755102040817,0.9387755102040817,0.9615384615384616,0.8518518518518519,0.9342666981322443,0.044054903659871573,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9615384615384616,0.92,0.92,1.0,0.92,0.9443076923076923,0.03215936647496347,16,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9859154929577465,0.9571428571428572,0.9571428571428572,0.9714285714285714,0.8857142857142857,0.9514688128772637,0.03456302396803924,5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9511111111111111,0.9528888888888889,0.9982222222222222,0.9813333333333334,0.9767111111111111,0.02121001394054291,55,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.013080072402954102,0.0007369545106891439,0.028937101364135742,0.0037511929683877324,30.0,balanced,rbf,0.1,,,"{'classifier__C': 30.0, 'classifier__class_weight': 'balanced', 'classifier__gamma': 0.1, 'classifier__kernel': 'rbf'}",0.9847015729368671,0.9529042386185244,0.9529042386185244,0.9694055944055944,0.8794142980189492,0.9478659885196918,0.036213855805757776,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9803921568627451,0.9387755102040817,0.9387755102040817,0.9615384615384616,0.8518518518518519,0.9342666981322443,0.044054903659871573,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9615384615384616,0.92,0.92,1.0,0.92,0.9443076923076923,0.03215936647496347,16,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9859154929577465,0.9571428571428572,0.9571428571428572,0.9714285714285714,0.8857142857142857,0.9514688128772637,0.03456302396803924,5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9511111111111111,0.9528888888888889,0.9982222222222222,0.9813333333333334,0.9767111111111111,0.02121001394054291,55,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.010572719573974609,0.0012961838202651087,0.024444103240966797,0.0019408624716744074,3.0,,rbf,scale,,,"{'classifier__C': 3.0, 'classifier__class_weight': None, 'classifier__gamma': 'scale', 'classifier__kernel': 'rbf'}",0.9532587228439764,0.9365942028985508,0.9529042386185244,0.9682971014492754,0.9215070643642072,0.9465122660349069,0.016028594036824266,5,0.9764521193092621,0.9883300801528303,0.984475138121547,0.9767127071823205,0.9727701870232706,0.9797480463578461,0.005740446681468096,0.9387755102040817,0.9166666666666666,0.9387755102040817,0.9583333333333334,0.8979591836734694,0.9301020408163266,0.02079007726521924,5,0.9693877551020408,0.9849246231155779,0.98,0.97,0.964824120603015,0.9738272997641267,0.007438653494643104,0.8846153846153846,0.88,0.92,0.92,0.88,0.8969230769230769,0.018917447567925436,29,0.95,0.9702970297029703,0.9702970297029703,0.9603960396039604,0.9504950495049505,0.9602970297029703,0.0089679143558212,0.9577464788732394,0.9428571428571428,0.9571428571428572,0.9714285714285714,0.9285714285714286,0.951549295774648,0.014617896642213203,3,0.9785714285714285,0.9893238434163701,0.9857651245551602,0.9786476868327402,0.9750889679715302,0.9814794102694459,0.005238611386165643,0.9974358974358974,0.9475555555555555,0.9857777777777779,0.9857777777777779,0.9786666666666667,0.9790427350427351,0.01685594211895787,42,0.9898888888888888,0.9991199119911991,0.995984598459846,0.9929592959295929,0.9952695269526953,0.9946444444444443,0.0030877689307412448
0.012209320068359375,0.0026404594398546943,0.024590063095092773,0.0017796573464555821,3.0,,rbf,0.03,,,"{'classifier__C': 3.0, 'classifier__class_weight': None, 'classifier__gamma': 0.03, 'classifier__kernel': 'rbf'}",0.9532587228439764,0.9365942028985508,0.9529042386185244,0.9682971014492754,0.9215070643642072,0.9465122660349069,0.016028594036824266,5,0.9764521193092621,0.9883300801528303,0.984475138121547,0.9767127071823205,0.9727701870232706,0.9797480463578461,0.005740446681468096,0.9387755102040817,0.9166666666666666,0.9387755102040817,0.9583333333333334,0.8979591836734694,0.9301020408163266,0.02079007726521924,5,0.9693877551020408,0.9849246231155779,0.98,0.97,0.964824120603015,0.9738272997641267,0.007438653494643104,0.8846153846153846,0.88,0.92,0.92,0.88,0.8969230769230769,0.018917447567925436,29,0.95,0.9702970297029703,0.9702970297029703,0.9603960396039604,0.9504950495049505,0.9602970297029703,0.0089679143558212,0.9577464788732394,0.9428571428571428,0.9571428571428572,0.9714285714285714,0.9285714285714286,0.951549295774648,0.014617896642213203,3,0.9785714285714285,0.9893238434163701,0.9857651245551602,0.9786476868327402,0.9750889679715302,0.9814794102694459,0.005238611386165643,0.9974358974358974,0.9475555555555555,0.9857777777777779,0.9857777777777779,0.9786666666666667,0.9790427350427351,0.01685594211895787,42,0.9898333333333333,0.999064906490649,0.995929592959296,0.9929042904290428,0.9952695269526953,0.9946003300330032,0.003090243202842545
0.012896347045898437,0.0029262600689699924,0.029705095291137695,0.005866756811842886,10.0,balanced,rbf,0.01,,,"{'classifier__C': 10.0, 'classifier__class_weight': 'balanced', 'classifier__gamma': 0.01, 'classifier__kernel': 'rbf'}",0.9847015729368671,0.9365942028985508,0.9199267902081903,0.9682971014492754,0.9199267902081903,0.9458892915402147,0.026241207120941107,7,0.9725916292598342,0.9806369812984936,0.984475138121547,0.9728917738178912,0.9727701870232706,0.9766731419042074,0.004955274252593779,0.9803921568627451,0.9166666666666666,0.8936170212765957,0.9583333333333334,0.8936170212765957,0.9285252398831874,0.035089863845275134,10,0.9644670050761421,0.9751243781094527,0.98,0.9651741293532339,0.964824120603015,0.9699179266283687,0.0064330142029358625,0.9615384615384616,0.88,0.84,0.92,0.84,0.8883076923076922,0.047124159308496394,37,0.95,0.9702970297029703,0.9702970297029703,0.9603960396039604,0.9504950495049505,0.9602970297029703,0.0089679143558212,0.9859154929577465,0.9428571428571428,0.9285714285714286,0.9714285714285714,0.9285714285714286,0.9514688128772637,0.023271042119455188,5,0.975,0.9822064056939501,0.9857651245551602,0.9750889679715302,0.9750889679715302,0.9786298932384341,0.004515648252503208,1.0,0.9413333333333334,0.9902222222222222,0.9946666666666666,0.983111111111111,0.9818666666666666,0.021009392373441786,25,0.9926111111111111,0.9987898789878988,0.9957095709570957,0.994939493949395,0.9965346534653466,0.9957169416941694,0.0020180316690376838
0.013091754913330079,0.0012342762840029885,0.027810287475585938,0.003545520576421013,3.0,balanced,rbf,0.1,,,"{'classifier__C': 3.0, 'classifier__class_weight': 'balanced', 'classifier__gamma': 0.1, 'classifier__kernel': 'rbf'}",0.9541047188106011,0.9529042386185244,0.9529042386185244,0.9537343027098479,0.9095607235142118,0.944641644454342,0.01754672703996466,8,0.9922222222222222,1.0,0.9922717271727173,0.9922717271727173,0.9922717271727173,0.9938074807480749,0.0030963189891199112,0.9411764705882353,0.9387755102040817,0.9387755102040817,0.9411764705882353,0.8888888888888888,0.9297585700947046,0.02046303087569157,7,0.99,1.0,0.9900990099009901,0.9900990099009901,0.9900990099009901,0.992059405940594,0.003970482205997448,0.9230769230769231,0.92,0.92,0.96,0.96,0.9366153846153846,0.01912648648359387,20,0.99,1.0,0.9900990099009901,0.9900990099009901,0.9900990099009901,0.992059405940594,0.003970482205997448,0.9577464788732394,0.9571428571428572,0.9571428571428572,0.9571428571428572,0.9142857142857143,0.9486921529175051,0.017204807720803066,8,0.9928571428571429,1.0,0.9928825622775801,0.9928825622775801,0.9928825622775801,0.9943009659379765,0.0028495340377096643,0.9974358974358974,0.952888888888889,0.9866666666666668,0.9937777777777778,0.9875555555555555,0.9836649572649574,0.015894787390812643,13,0.9997777777777778,1.0,0.9998899889988999,0.9997799779977997,0.9998899889988999,0.9998675467546754,8.279846283921527e-05
0.013178539276123048,0.001283398059859823,0.02899794578552246,0.004527877737316652,3.0,,rbf,0.1,,,"{'classifier__C': 3.0, 'classifier__class_weight': None, 'classifier__gamma': 0.1, 'classifier__kernel': 'rbf'}",0.9541047188106011,0.9377777777777778,0.9529042386185244,0.9537343027098479,0.9240945564953372,0.9445231188824177,0.011914041468269417,9,0.9922222222222222,0.9961273962596988,0.9922717271727173,0.9922717271727173,0.9922717271727173,0.9930329600000146,0.001547336922693528,0.9411764705882353,0.92,0.9387755102040817,0.9411764705882353,0.9056603773584906,0.9293577657478085,0.01426317969541824,8,0.99,0.9950248756218906,0.9900990099009901,0.9900990099009901,0.9900990099009901,0.9910643810649722,0.0019806185215530997,0.9230769230769231,0.92,0.92,0.96,0.96,0.9366153846153846,0.01912648648359387,20,0.99,0.9900990099009901,0.9900990099009901,0.9900990099009901,0.9900990099009901,0.9900792079207921,3.960396039603964e-05,0.9577464788732394,0.9428571428571428,0.9571428571428572,0.9571428571428572,0.9285714285714286,0.9486921529175051,0.01152128910267228,8,0.9928571428571429,0.99644128113879,0.9928825622775801,0.9928825622775801,0.9928825622775801,0.9935892221657345,0.0014260634693051943,0.9974358974358974,0.9591111111111111,0.9884444444444445,0.9902222222222222,0.9928888888888889,0.9856205128205129,0.013596553258128776,3,0.9998888888888888,1.0,0.9998899889988999,0.9951595159515951,0.9998899889988999,0.9989656765676568,0.0019035604287297478
0.015595102310180664,0.001183586917306083,0.028069591522216795,0.0031202392543345325,10.0,balanced,rbf,0.1,,,"{'classifier__C': 10.0, 'classifier__class_weight': 'balanced', 'classifier__gamma': 0.1, 'classifier__kernel': 'rbf'}",0.9541047188106011,0.9529042386185244,0.9529042386185244,0.9537343027098479,0.9082167832167831,0.9443728563948562,0.018084116877184125,10,1.0,1.0,1.0,0.9961441881526407,1.0,0.9992288376305283,0.001542324738943712,0.9411764705882353,0.9387755102040817,0.9387755102040817,0.9411764705882353,0.8846153846153846,0.9289038692400038,0.022170259126576216,9,1.0,1.0,1.0,0.9950738916256158,1.0,0.9990147783251231,0.0019704433497536923,0.9230769230769231,0.92,0.92,0.96,0.92,0.9286153846153846,0.015737491510823872,23,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9577464788732394,0.9571428571428572,0.9571428571428572,0.9571428571428572,0.9142857142857143,0.9486921529175051,0.017204807720803066,8,1.0,1.0,1.0,0.99644128113879,1.0,0.9992882562277579,0.001423487544483981,0.9982905982905983,0.9511111111111111,0.9617777777777777,0.9982222222222222,0.9893333333333334,0.9797470085470085,0.019595937029034276,41,1.0,1.0,1.0,1.0,1.0,1.0,0.0
