metric,repeated_mean,repeated_std
seed,2.0,1.5811388300841898
train_accuracy,1.0,0.0
train_precision,1.0,0.0
train_recall,1.0,0.0
train_f1,1.0,0.0
train_roc_auc,1.0,0.0
test_accuracy,0.9464788732394366,0.020890699963649763
test_precision,0.9384072759538599,0.027682167841911878
test_recall,0.9826086956521738,0.009722034684781687
test_f1,0.9598151078436146,0.01519449022439499
test_roc_auc,0.9715652173913043,0.010138921617657266
