candidate_id,seed,test_accuracy,test_macro_f1,test_f1_g,test_f1_b,test_recall_b,test_roc_auc
13,0,0.9436619718309859,0.9370567375886525,0.9574468085106383,0.9166666666666666,0.88,0.9643478260869566
13,1,0.9436619718309859,0.9356884057971014,0.9583333333333334,0.9130434782608695,0.84,0.968695652173913
13,2,0.9577464788732394,0.9541047188106011,0.967032967032967,0.9411764705882353,0.96,0.988695652173913
13,3,0.9154929577464789,0.9073913043478261,0.9347826086956522,0.88,0.88,0.9669565217391305
13,4,0.9154929577464789,0.9035326086956521,0.9375,0.8695652173913043,0.8,0.9669565217391304
