index,C,fold_mean,fold_std,accuracy_mean,accuracy_std,precision_b_mean,precision_b_std,recall_b_mean,recall_b_std,f1_b_mean,f1_b_std,precision_g_mean,precision_g_std,recall_g_mean,recall_g_std,f1_g_mean,f1_g_std,macro_f1_mean,macro_f1_std,roc_auc_mean,roc_auc_std
5,3.0,3.0,1.5811388300841898,0.8773843058350101,0.04609503812105112,0.8528831168831168,0.04447918284085164,0.7926153846153847,0.11540717728134303,0.8194042553191488,0.07759873332355988,0.8913643410852714,0.05503930321000332,0.9244444444444444,0.019876159799998166,0.9069522045583167,0.03234562127387678,0.8631782299387328,0.05490451817911152,0.8828376068376068,0.08760913067668162
4,1.0,3.0,1.5811388300841898,0.8773843058350101,0.040181444196898904,0.8603971970058927,0.04769216507726279,0.784923076923077,0.09330487027249995,0.8192515793385358,0.06492781515077375,0.8870563033724128,0.04439378123705694,0.928888888888889,0.024343224778007416,0.9070672054790074,0.02902541367254335,0.8631593924087717,0.04681762414757806,0.8947213675213674,0.07694844633887
6,10.0,3.0,1.5811388300841898,0.8745271629778673,0.04361178025463033,0.846284406668846,0.03830373592166663,0.7926153846153847,0.11540717728134303,0.8158989898989899,0.07405692485905442,0.8910063936509784,0.05443099834192636,0.9199999999999999,0.019876159799998173,0.9045520421607378,0.03058312722622008,0.8602255160298637,0.05213839788441028,0.869565811965812,0.10027409991051701
1,0.03,3.0,1.5811388300841898,0.8687726358148893,0.04595667700513655,0.8435454545454546,0.058710664693565985,0.7769230769230769,0.09340374914868022,0.8076126904662575,0.07282471957521228,0.8820096618357487,0.04452415662049081,0.9199999999999999,0.02981423969999726,0.9002892674199975,0.03360684562256149,0.8539509789431274,0.05305226198629397,0.8997264957264957,0.04728682203962996
2,0.1,3.0,1.5811388300841898,0.8630583501006036,0.04941073934674162,0.8355217391304348,0.06895376659883311,0.7689230769230769,0.08821973641703493,0.7998706149126317,0.07483552336476185,0.8773432007400555,0.0433882915849736,0.9155555555555555,0.0365148371670111,0.8958100937963638,0.037037258430418746,0.8478403543544978,0.055763298605663106,0.9060991452991454,0.04939596926400996
0,0.01,3.0,1.5811388300841898,0.8630985915492957,0.05041367842425474,0.8376486671223514,0.07473845619677084,0.7686153846153847,0.11205239687293807,0.7987062110466365,0.07975062770058244,0.8787695698434412,0.0539392941354405,0.9155555555555555,0.03975231959999629,0.8959962528510916,0.03688224397932319,0.8473512319488641,0.05801130266342131,0.893025641025641,0.04717157124227292
3,0.3,3.0,1.5811388300841898,0.8602012072434608,0.053203509841255804,0.8379026915113872,0.06537513769280853,0.7529230769230769,0.1049744967619002,0.7920622741850363,0.08472019779220352,0.8710432894712001,0.05045667697156018,0.9199999999999999,0.02981423969999726,0.8945942883252392,0.038686936056648594,0.8433282812551377,0.06162003725866698,0.9048478632478633,0.05865223259966678
