model,iteration,seed,train_accuracy,train_precision,train_recall,train_f1,train_roc_auc,test_accuracy,test_precision,test_recall,test_f1,test_roc_auc,fold
LogisticRegression,iteration_4,42,0.9928571428571429,0.9944444444444445,0.9944444444444445,0.9944444444444445,0.9990555555555555,0.9859154929577465,0.9782608695652174,1.0,0.989010989010989,0.9991452991452991,1
LogisticRegression,iteration_4,42,1.0,1.0,1.0,1.0,1.0,0.9285714285714286,0.9166666666666666,0.9777777777777777,0.946236559139785,0.9635555555555555,2
LogisticRegression,iteration_4,42,0.9928825622775801,0.9944444444444445,0.9944444444444445,0.9944444444444445,0.9993949394939494,0.9428571428571428,0.9361702127659575,0.9777777777777777,0.9565217391304348,0.9902222222222223,3
LogisticRegression,iteration_4,42,0.9928825622775801,0.9944444444444445,0.9944444444444445,0.9944444444444445,0.9987898789878987,0.9571428571428572,0.9375,1.0,0.967741935483871,0.9697777777777777,4
LogisticRegression,iteration_4,42,0.9928825622775801,0.9944444444444445,0.9944444444444445,0.9944444444444445,0.9993949394939494,0.9142857142857143,0.9148936170212766,0.9555555555555556,0.9347826086956522,0.9644444444444444,5
