model,fold,test_accuracy,test_macro_f1,test_f1_g,test_f1_b,test_recall_g,test_recall_b,test_precision_g,test_precision_b,test_roc_auc,fold_std,test_accuracy_std,test_macro_f1_std,test_f1_g_std,test_f1_b_std,test_recall_g_std,test_recall_b_std,test_precision_g_std,test_precision_b_std,test_roc_auc_std,model_label,model_label_cn
AdaBoost_iter4,3.0,0.9458350100603623,0.9398901443265654,0.9587616684390878,0.9210186202140431,0.9822222222222223,0.8806153846153846,0.9365942028985508,0.9662424242424242,0.9611623931623932,1.5811388300841898,0.015761348230817922,0.0175335434818355,0.011983920494867668,0.023173614755386332,0.018592445034090552,0.029384212643232852,0.014134498672397881,0.03504529405562697,0.028260251754114504,AdaBoost iter4 (default th),AdaBoost iter4 (默认阈值)
AdaBoost_th048,3.0,0.9401207243460764,0.9331361431528216,0.9546893737696758,0.9115829125359672,0.9822222222222223,0.8646153846153846,0.9290261756876663,0.9658095238095237,0.9611623931623932,1.5811388300841898,0.018766607255841835,0.02150425574419585,0.013839424204460066,0.02929820795039382,0.018592445034090552,0.046562295232066356,0.022021108348556136,0.03523873873286323,0.028260251754114504,AdaBoost iter4 (th=0.48),AdaBoost iter4 (阈=0.48)
DT_iter4,3.0,0.9030985915492957,0.8941211503851874,0.9247944902222602,0.8634478105481145,0.928888888888889,0.8572307692307692,0.9216794311898975,0.8727272727272727,0.9012752136752138,1.5811388300841898,0.03707474828224372,0.040633541423104685,0.02888558060143006,0.052790647621474014,0.03651483716701105,0.07237639943563282,0.03756662768815882,0.05749041166955851,0.038071230593126476,DT iter4 (pruned+search),DT iter4 (剪枝+搜索)
LR_iter4,3.0,0.9457545271629779,0.9396139889032697,0.9588587662921464,0.920369211514393,0.9822222222222223,0.8803076923076922,0.9366982732038236,0.9648221343873518,0.9774290598290598,1.5811388300841898,0.027552391594134026,0.030771687572814836,0.020811717875624896,0.04074364822628691,0.01859244503409057,0.04961866417306624,0.025519988840517017,0.036505137988992346,0.01623943139860207,LR iter4 (poly2),LR iter4 (poly2)
RF_iter2,3.0,0.9344466800804829,0.9280077063819737,0.9494844854994249,0.9065309272645228,0.9644444444444444,0.8809230769230769,0.9353768956914192,0.9351398601398602,0.9784683760683761,1.5811388300841898,0.02602014997499598,0.02796925002679392,0.020611993991717346,0.035434262345486515,0.03370166864022912,0.02835948439287263,0.014584244027822385,0.05783839900512639,0.012815255902284545,RF iter2 (default),RF iter2 (默认)
RF_iter4,3.0,0.9486519114688129,0.9430849204196889,0.960865455255357,0.9253043855840207,0.9822222222222223,0.8886153846153846,0.9405835646006784,0.965909090909091,0.9777504273504274,1.5811388300841898,0.03447179832238651,0.03807400119454351,0.02638197896052809,0.04979724447364979,0.02897423291201177,0.05264146901782882,0.027585915960840885,0.05449808549219,0.01606432754962358,RF iter4 (local search),RF iter4 (局部搜索)
SVM_iter5,3.0,0.9600402414486922,0.9563395312279208,0.9690316034722484,0.9436474589835935,0.9777777777777779,0.9283076923076923,0.960659322176436,0.9602564102564102,0.9822358974358976,1.5811388300841898,0.02125028562115732,0.022857322426687022,0.01679254234018754,0.02894433598520728,0.0272165526975909,0.01857656473615208,0.009896379121511208,0.04713827282883835,0.016916783773341326,SVM iter5 (RBF+balanced),SVM iter5 (RBF+balanced)
