seed,threshold,accuracy,macro_f1,f1_g,f1_b,recall_g,recall_b,precision_g,precision_b
0,0.1,0.7464788732394366,0.6369318181818182,0.8363636363636363,0.4375,1.0,0.28,0.71875,1.0
0,0.12,0.7605633802816901,0.6644425910480957,0.8440366972477065,0.48484848484848486,1.0,0.32,0.7301587301587301,1.0
0,0.14,0.7746478873239436,0.6906318082788672,0.8518518518518519,0.5294117647058824,1.0,0.36,0.7419354838709677,1.0
0,0.16,0.7887323943661971,0.7156208277703604,0.8598130841121495,0.5714285714285714,1.0,0.4,0.7540983606557377,1.0
0,0.18,0.8591549295774648,0.8259803921568627,0.9019607843137255,0.75,1.0,0.6,0.8214285714285714,1.0
0,0.2,0.8591549295774648,0.8259803921568627,0.9019607843137255,0.75,1.0,0.6,0.8214285714285714,1.0
0,0.22,0.8732394366197183,0.8498942917547568,0.9090909090909091,0.7906976744186046,0.9782608695652174,0.68,0.8490566037735849,0.9444444444444444
0,0.24,0.8732394366197183,0.8498942917547568,0.9090909090909091,0.7906976744186046,0.9782608695652174,0.68,0.8490566037735849,0.9444444444444444
0,0.26,0.8732394366197183,0.8498942917547568,0.9090909090909091,0.7906976744186046,0.9782608695652174,0.68,0.8490566037735849,0.9444444444444444
0,0.28,0.8873239436619719,0.8682745825602969,0.9183673469387755,0.8181818181818182,0.9782608695652174,0.72,0.8653846153846154,0.9473684210526315
0,0.3,0.9014084507042254,0.8861397479954181,0.9278350515463918,0.8444444444444444,0.9782608695652174,0.76,0.8823529411764706,0.95
0,0.32,0.9154929577464789,0.9035326086956521,0.9375,0.8695652173913043,0.9782608695652174,0.8,0.9,0.9523809523809523
0,0.34,0.9154929577464789,0.9035326086956521,0.9375,0.8695652173913043,0.9782608695652174,0.8,0.9,0.9523809523809523
0,0.36,0.9154929577464789,0.9035326086956521,0.9375,0.8695652173913043,0.9782608695652174,0.8,0.9,0.9523809523809523
0,0.38,0.9154929577464789,0.9035326086956521,0.9375,0.8695652173913043,0.9782608695652174,0.8,0.9,0.9523809523809523
0,0.4,0.9295774647887324,0.9204927211646137,0.9473684210526315,0.8936170212765957,0.9782608695652174,0.84,0.9183673469387755,0.9545454545454546
0,0.42,0.9295774647887324,0.9204927211646137,0.9473684210526315,0.8936170212765957,0.9782608695652174,0.84,0.9183673469387755,0.9545454545454546
0,0.44,0.9295774647887324,0.9204927211646137,0.9473684210526315,0.8936170212765957,0.9782608695652174,0.84,0.9183673469387755,0.9545454545454546
0,0.46,0.9436619718309859,0.9370567375886525,0.9574468085106383,0.9166666666666666,0.9782608695652174,0.88,0.9375,0.9565217391304348
0,0.48,0.9436619718309859,0.9370567375886525,0.9574468085106383,0.9166666666666666,0.9782608695652174,0.88,0.9375,0.9565217391304348
0,0.5,0.9436619718309859,0.9370567375886525,0.9574468085106383,0.9166666666666666,0.9782608695652174,0.88,0.9375,0.9565217391304348
0,0.52,0.9436619718309859,0.9370567375886525,0.9574468085106383,0.9166666666666666,0.9782608695652174,0.88,0.9375,0.9565217391304348
0,0.54,0.9436619718309859,0.9370567375886525,0.9574468085106383,0.9166666666666666,0.9782608695652174,0.88,0.9375,0.9565217391304348
0,0.56,0.9436619718309859,0.9370567375886525,0.9574468085106383,0.9166666666666666,0.9782608695652174,0.88,0.9375,0.9565217391304348
0,0.58,0.9295774647887324,0.9220978714066272,0.946236559139785,0.8979591836734694,0.9565217391304348,0.88,0.9361702127659575,0.9166666666666666
0,0.6,0.9295774647887324,0.9220978714066272,0.946236559139785,0.8979591836734694,0.9565217391304348,0.88,0.9361702127659575,0.9166666666666666
0,0.62,0.9154929577464789,0.9073913043478261,0.9347826086956522,0.88,0.9347826086956522,0.88,0.9347826086956522,0.88
0,0.64,0.9014084507042254,0.8929110105580694,0.9230769230769231,0.8627450980392157,0.9130434782608695,0.88,0.9333333333333333,0.8461538461538461
0,0.66,0.9014084507042254,0.8929110105580694,0.9230769230769231,0.8627450980392157,0.9130434782608695,0.88,0.9333333333333333,0.8461538461538461
0,0.68,0.9014084507042254,0.8929110105580694,0.9230769230769231,0.8627450980392157,0.9130434782608695,0.88,0.9333333333333333,0.8461538461538461
0,0.7,0.9014084507042254,0.8929110105580694,0.9230769230769231,0.8627450980392157,0.9130434782608695,0.88,0.9333333333333333,0.8461538461538461
0,0.72,0.9014084507042254,0.8929110105580694,0.9230769230769231,0.8627450980392157,0.9130434782608695,0.88,0.9333333333333333,0.8461538461538461
0,0.74,0.9014084507042254,0.8946364214543142,0.9213483146067416,0.8679245283018868,0.8913043478260869,0.92,0.9534883720930233,0.8214285714285714
