model,iteration,seed,train_accuracy,train_precision,train_recall,train_f1,train_roc_auc,test_accuracy,test_precision,test_recall,test_f1,test_roc_auc,fold
AdaBoost,iteration_6_class_weight_None,42,0.9964285714285714,0.994475138121547,1.0,0.997229916897507,1.0,0.9577464788732394,0.9565217391304348,0.9777777777777777,0.967032967032967,0.988034188034188,1
AdaBoost,iteration_6_class_weight_None,42,1.0,1.0,1.0,1.0,1.0,0.9571428571428572,0.9375,1.0,0.967741935483871,0.9697777777777777,2
AdaBoost,iteration_6_class_weight_None,42,1.0,1.0,1.0,1.0,1.0,0.9285714285714286,0.9166666666666666,0.9777777777777777,0.946236559139785,0.944,3
AdaBoost,iteration_6_class_weight_None,42,0.99644128113879,0.994475138121547,1.0,0.997229916897507,1.0,0.9571428571428572,0.9375,1.0,0.967741935483871,0.983111111111111,4
AdaBoost,iteration_6_class_weight_None,42,1.0,1.0,1.0,1.0,1.0,0.9285714285714286,0.9347826086956522,0.9555555555555556,0.945054945054945,0.9208888888888889,5
