model,iteration,seed,train_accuracy,train_precision,train_recall,train_f1,train_roc_auc,test_accuracy,test_precision,test_recall,test_f1,test_roc_auc,fold
AdaBoost,iteration_6_class_weight_balanced,42,0.95,0.9414893617021277,0.9833333333333333,0.9619565217391305,0.9808333333333333,0.9295774647887324,0.9166666666666666,0.9777777777777777,0.946236559139785,0.9730769230769231,1
AdaBoost,iteration_6_class_weight_balanced,42,0.9786476868327402,0.967741935483871,1.0,0.9836065573770492,0.9969196919691969,0.9285714285714286,0.9166666666666666,0.9777777777777777,0.946236559139785,0.9773333333333334,2
AdaBoost,iteration_6_class_weight_balanced,42,0.9537366548042705,0.9417989417989417,0.9888888888888889,0.964769647696477,0.9762101210121011,0.8714285714285714,0.86,0.9555555555555556,0.9052631578947369,0.9524444444444444,3
AdaBoost,iteration_6_class_weight_balanced,42,0.9572953736654805,0.9468085106382979,0.9888888888888889,0.967391304347826,0.9935093509350935,0.9571428571428572,0.9375,1.0,0.967741935483871,0.9786666666666667,4
AdaBoost,iteration_6_class_weight_balanced,42,0.9323843416370107,0.9214659685863874,0.9777777777777777,0.9487870619946092,0.9888613861386139,0.9,0.88,0.9777777777777777,0.9263157894736842,0.924,5
