model,iteration,seed,train_accuracy,train_precision,train_recall,train_f1,train_roc_auc,test_accuracy,test_precision,test_recall,test_f1,test_roc_auc,fold
RandomForest,iteration_2,42,1.0,1.0,1.0,1.0,1.0,0.9436619718309859,0.9361702127659575,0.9777777777777777,0.9565217391304348,0.9914529914529914,1
RandomForest,iteration_2,42,1.0,1.0,1.0,1.0,1.0,0.9285714285714286,0.9347826086956522,0.9555555555555556,0.945054945054945,0.9675555555555556,2
RandomForest,iteration_2,42,1.0,1.0,1.0,1.0,1.0,0.9285714285714286,0.9166666666666666,0.9777777777777777,0.946236559139785,0.987111111111111,3
RandomForest,iteration_2,42,1.0,1.0,1.0,1.0,1.0,0.9714285714285714,0.9574468085106383,1.0,0.9782608695652174,0.984,4
RandomForest,iteration_2,42,1.0,1.0,1.0,1.0,1.0,0.9,0.9318181818181818,0.9111111111111111,0.9213483146067416,0.9622222222222222,5
