metric,repeated_mean,repeated_std
seed,2.0,1.5811388300841898
train_accuracy,1.0,0.0
train_precision,1.0,0.0
train_recall,1.0,0.0
train_f1,1.0,0.0
train_roc_auc,1.0,0.0
test_accuracy,0.9464788732394366,0.015428804436765267
test_precision,0.945386216466235,0.018386508443957696
test_recall,0.9739130434782609,0.009722034684781687
test_f1,0.9593675708473836,0.011623770781992062
test_roc_auc,0.9802608695652173,0.009950729281440349
