metric,repeated_mean,repeated_std
seed,2.0,1.5811388300841898
train_accuracy,1.0,0.0
train_precision,1.0,0.0
train_recall,1.0,0.0
train_f1,1.0,0.0
train_roc_auc,1.0,0.0
test_accuracy,0.8760563380281688,0.006298783035210717
test_precision,0.8885902291728482,0.023646748427283735
test_recall,0.9260869565217391,0.029166104054345113
test_f1,0.9063623613413234,0.00451653146349373
test_roc_auc,0.8550434782608696,0.01687718339862135
