rank_test_macro_f1,param_criterion,mean_test_macro_f1,std_test_macro_f1,mean_test_f1_b,std_test_f1_b,mean_test_recall_b,std_test_recall_b,mean_test_accuracy,std_test_accuracy,mean_test_roc_auc,std_test_roc_auc,mean_train_macro_f1,std_train_macro_f1
1,entropy,0.8946494637212042,0.02696283596094996,0.8648642533936652,0.034873644311549344,0.8649230769230769,0.04119401346751892,0.9030985915492957,0.02469481017918626,0.8946837606837607,0.027427903087495556,1.0,0.0
1,log_loss,0.8946494637212042,0.02696283596094996,0.8648642533936652,0.034873644311549344,0.8649230769230769,0.04119401346751892,0.9030985915492957,0.02469481017918626,0.8946837606837607,0.027427903087495556,1.0,0.0
3,gini,0.8909370135262321,0.0328150005919862,0.859224582795475,0.04239304124316291,0.8492307692307692,0.052937386258723865,0.9002414486921528,0.030084728810789572,0.889097435897436,0.048611778629774026,0.9617041644852611,0.012330820462876925
