model,iteration,seed,selected_threshold,threshold_train_macro_f1,threshold_default_macro_f1,train_accuracy,train_macro_f1,train_b_recall,train_b_f1,train_g_recall,train_g_f1,train_roc_auc,test_accuracy,test_macro_f1,test_b_recall,test_b_f1,test_g_recall,test_g_f1,test_roc_auc
SVM,iteration_6,42,0.12075435749225794,0.9490987400539777,0.9409905163329821,0.9785714285714285,0.976867151354924,0.9801980198019802,0.9705882352941176,0.9776536312849162,0.9831460674157303,0.9988384313291664,0.9577464788732394,0.9541047188106011,0.96,0.9411764705882353,0.9565217391304348,0.967032967032967,0.9765217391304348
