rank_test_macro_f1,param_n_estimators,param_criterion,param_max_depth,param_min_samples_split,param_min_samples_leaf,param_max_features,param_bootstrap,param_max_samples,param_max_leaf_nodes,param_min_impurity_decrease,param_ccp_alpha,param_class_weight,mean_test_macro_f1,std_test_macro_f1,mean_test_f1_g,std_test_f1_g,mean_test_f1_b,std_test_f1_b,mean_test_recall_b,std_test_recall_b,mean_test_accuracy,std_test_accuracy,mean_test_roc_auc,std_test_roc_auc,mean_train_macro_f1,std_train_macro_f1
34,300,entropy,5,4,1,,True,0.8,32,0.0,0.01,,0.9270634619128397,0.03261674195754493,0.9502515438864698,0.022503141125480172,0.9038753799392097,0.04276734840434791,0.8572307692307692,0.04038161160990257,0.9344466800804829,0.02946471068960165,0.9682393162393161,0.01867703290636405,0.970022163132404,0.007883469194247442
35,200,entropy,6,12,8,log2,True,1.0,,0.001,0.001,,0.9269573210111925,0.025875135424316686,0.9502505491882115,0.01782070055962649,0.9036640928341735,0.034016128720735304,0.8569230769230769,0.032737073423434786,0.9344064386317907,0.02333136590352638,0.9712341880341882,0.018076460037309824,0.9574564086919178,0.005344364450847428
36,300,log_loss,4,2,1,0.5,True,0.6,,0.01,0.0,balanced_subsample,0.9267447003854649,0.02937183138806991,0.9505236723889201,0.020174846483393717,0.9029657283820096,0.0386544627406272,0.8495384615384616,0.04514172291715275,0.9344869215291751,0.026455684500537455,0.9708854700854701,0.015837255451565713,0.9629163467514061,0.0054659456225058176
36,300,log_loss,5,2,4,0.7,True,0.8,64,0.0,0.01,,0.9267447003854649,0.02937183138806991,0.9505236723889201,0.020174846483393717,0.9029657283820096,0.0386544627406272,0.8495384615384616,0.04514172291715275,0.9344869215291751,0.026455684500537455,0.9684034188034187,0.018228326297588783,0.9621462704434117,0.004861137666505269
36,200,entropy,8,2,2,0.7,True,0.8,,0.005,0.0,balanced,0.9267447003854649,0.02937183138806991,0.9505236723889201,0.020174846483393717,0.9029657283820096,0.0386544627406272,0.8495384615384616,0.04514172291715275,0.9344869215291751,0.026455684500537455,0.9722871794871795,0.017242237399178285,0.9922462899416088,0.00548292433365744
39,100,gini,3,4,12,sqrt,True,0.8,,0.001,0.0,,0.9265383008564353,0.03495846242865381,0.950625167855331,0.02293896654172516,0.9024514338575393,0.04700410663659085,0.8492307692307692,0.052937386258723865,0.9344466800804829,0.030818855090401262,0.9527589743589744,0.030750249796015486,0.9344800895260533,0.008742451688529105
40,500,log_loss,3,8,8,0.3,True,,32,0.0,0.01,,0.9264327777681798,0.021714091475183255,0.9507610226963965,0.014535570112728883,0.9021045328399631,0.028935935099867947,0.8415384615384616,0.03415246012433625,0.9344869215291751,0.019322852536493698,0.9662632478632478,0.017148009091253212,0.947497121356076,0.0030368679838586017
41,500,log_loss,,8,8,log2,True,0.6,8,0.01,0.0,,0.9262855300884667,0.0338989297325497,0.9507143032897811,0.021692809452866117,0.9018567568871522,0.04614764679727817,0.8489230769230769,0.0593168206084968,0.9344064386317907,0.0295107310510792,0.9634188034188036,0.02061413158301628,0.9469916711614681,0.0033197573544245895
42,300,entropy,3,12,2,log2,True,,16,0.0,0.0,,0.9262480614290742,0.026701802456361758,0.9508058155295434,0.017171322834586847,0.9016903073286052,0.03630834730363744,0.8412307692307692,0.0438868906576626,0.9344466800804829,0.023273129651532234,0.9691418803418802,0.01689862482793543,0.9415194399155649,0.004986469469621289
43,100,entropy,6,8,2,sqrt,True,,8,0.001,0.01,balanced_subsample,0.9254826337404756,0.03310601899753884,0.9465996750901489,0.02411971738517203,0.9043655923908025,0.04222739681608057,0.9043076923076923,0.048361557426187085,0.9315090543259558,0.030611709960010256,0.9737299145299145,0.014906509831508393,0.9587749769111233,0.008770913945053917
