metric,cv_mean,cv_std
seed,42.0,0.0
train_accuracy,1.0,0.0
train_precision,1.0,0.0
train_recall,1.0,0.0
train_f1,1.0,0.0
train_roc_auc,1.0,5.551115123125783e-17
test_accuracy,0.9373038229376258,0.029664458223561542
test_precision,0.9323164439997399,0.027217556552689214
test_recall,0.9733333333333334,0.028974232912011757
test_f1,0.9521652107089725,0.022775077124039932
test_roc_auc,0.9744478632478633,0.020830160705171914
