metric,repeated_mean,repeated_std
seed,2.0,1.5811388300841898
train_accuracy,1.0,0.0
train_precision,1.0,0.0
train_recall,1.0,0.0
train_f1,1.0,0.0
train_roc_auc,1.0,0.0
test_accuracy,0.932394366197183,0.018363950437190534
test_precision,0.9296193528290132,0.021604656901084374
test_recall,0.9695652173913045,0.019444069369563374
test_f1,0.9489679547485587,0.013780873072566152
test_roc_auc,0.9712173913043477,0.009911708529488491
