model,iteration,seed,train_accuracy,train_precision,train_recall,train_f1,train_roc_auc,test_accuracy,test_precision,test_recall,test_f1,test_roc_auc
LogisticRegression_interaction,iteration_5,0,0.95,0.9508196721311475,0.9720670391061452,0.9613259668508287,0.9891033796117041,0.8732394366197183,0.8627450980392157,0.9565217391304348,0.9072164948453608,0.8982608695652174
LogisticRegression_interaction,iteration_5,1,0.9535714285714286,0.9611111111111111,0.9664804469273743,0.9637883008356546,0.9884949388793628,0.9014084507042254,0.8823529411764706,0.9782608695652174,0.9278350515463918,0.9234782608695652
LogisticRegression_interaction,iteration_5,2,0.9535714285714286,0.9611111111111111,0.9664804469273743,0.9637883008356546,0.9875546213839261,0.8732394366197183,0.8627450980392157,0.9565217391304348,0.9072164948453608,0.9356521739130435
LogisticRegression_interaction,iteration_5,3,0.9571428571428572,0.9613259668508287,0.9720670391061452,0.9666666666666667,0.9919796448918634,0.9014084507042254,0.8979591836734694,0.9565217391304348,0.9263157894736842,0.937391304347826
LogisticRegression_interaction,iteration_5,4,0.9464285714285714,0.9456521739130435,0.9720670391061452,0.9586776859504132,0.9907074506333314,0.9436619718309859,0.9772727272727273,0.9347826086956522,0.9555555555555556,0.9860869565217392
