model,iteration,seed,selected_threshold,threshold_train_macro_f1,threshold_default_macro_f1,train_accuracy,train_macro_f1,train_b_recall,train_b_f1,train_g_recall,train_g_f1,train_roc_auc,test_accuracy,test_macro_f1,test_b_recall,test_b_f1,test_g_recall,test_g_f1,test_roc_auc,fold
SVM,iteration_6,42,0.1250261001748415,0.945309448071879,0.9409905163329821,0.9785714285714285,0.9767686265833286,0.98,0.9702970297029703,0.9777777777777777,0.9832402234636871,0.9934444444444444,0.9859154929577465,0.9847015729368671,0.9615384615384616,0.9803921568627451,1.0,0.989010989010989,0.9982905982905983,1
SVM,iteration_6,42,0.06229320347089806,0.9534254143646408,0.945160031225605,0.9822064056939501,0.9807209407632038,0.9801980198019802,0.9753694581280788,0.9833333333333333,0.9860724233983287,0.9993949394939493,0.9571428571428572,0.9529042386185244,0.92,0.9387755102040817,0.9777777777777777,0.967032967032967,0.9546666666666667,2
SVM,iteration_6,42,0.18820301961194685,0.9491968569640499,0.9408146931210244,0.9786476868327402,0.9768151815181518,0.9702970297029703,0.9702970297029703,0.9833333333333333,0.9833333333333333,0.9962596259625962,0.9571428571428572,0.9529042386185244,0.92,0.9387755102040817,0.9777777777777777,0.967032967032967,0.9893333333333334,3
SVM,iteration_6,42,0.15544811970187644,0.9456629834254144,0.9370237561631556,0.9822064056939501,0.9808020769283323,0.9900990099009901,0.975609756097561,0.9777777777777777,0.9859943977591037,0.9943894389438943,0.9714285714285714,0.9682971014492754,0.92,0.9583333333333334,1.0,0.9782608695652174,0.9902222222222222,4
SVM,iteration_6,42,0.4419217823589955,0.9498744459843298,0.945160031225605,0.9786476868327402,0.9769142293789024,0.9801980198019802,0.9705882352941176,0.9777777777777777,0.9832402234636871,0.9959845984598459,0.9,0.895187165775401,0.96,0.8727272727272727,0.8666666666666667,0.9176470588235294,0.9786666666666667,5
