model,iteration,seed,train_accuracy,train_precision,train_recall,train_f1,train_roc_auc,test_accuracy,test_precision,test_recall,test_f1,test_roc_auc
SVM,iteration_6,42,0.9785714285714285,0.9887005649717514,0.9776536312849162,0.9831460674157303,0.9988384313291664,0.9577464788732394,0.9777777777777777,0.9565217391304348,0.967032967032967,0.9765217391304348
