model,iteration,seed,train_accuracy,train_precision,train_recall,train_f1,train_roc_auc,test_accuracy,test_precision,test_recall,test_f1,test_roc_auc
DecisionTree,iteration_1,42,1.0,1.0,1.0,1.0,1.0,0.9014084507042254,0.9333333333333333,0.9130434782608695,0.9230769230769231,0.8965217391304349
