threshold,accuracy,macro_f1,f1_g,f1_b,recall_g,recall_b,precision_g,precision_b,accuracy_std,macro_f1_std,f1_g_std,f1_b_std,recall_g_std,recall_b_std,precision_g_std,precision_b_std
0.48,0.9408450704225352,0.9326954738887776,0.9560914308693427,0.9092995169082126,0.9913043478260869,0.8480000000000001,0.9235588235294119,0.9817805383022774,0.020890699963649756,0.024285418577285132,0.015190844534830654,0.03342160824088476,0.011907012119677526,0.05215361924162117,0.024686948082199737,0.024990943067505458
0.5,0.9352112676056338,0.9269667022915016,0.9514851172199545,0.9024482873630488,0.9782608695652174,0.8560000000000001,0.9263363004776378,0.9552653867871259,0.01605880880421319,0.01888160985556546,0.011503301498215617,0.02626360714710436,0.0,0.04560701700396552,0.021869505372518677,0.0022553981871078566
0.52,0.9380281690140844,0.9305203319716224,0.953315780835515,0.9077248831077297,0.9739130434782609,0.8720000000000001,0.9339671789159697,0.948356295878035,0.01605880880421319,0.01903001002501929,0.011412356329914783,0.026692542423147805,0.009722034684781639,0.052153619241621194,0.024847565365688905,0.01600623941461755
0.54,0.923943661971831,0.9157075452713513,0.9420186511158682,0.8893964394268347,0.9521739130434783,0.8720000000000001,0.9323207914062943,0.9084848484848486,0.025585777640260463,0.02885931478654258,0.019169139620865878,0.038642095428474306,0.01818826144639293,0.052153619241621194,0.02601677172359644,0.03372854553943431
0.56,0.9098591549295774,0.9016381936284226,0.9297908940266708,0.873485493230174,0.9260869565217391,0.8800000000000001,0.9350531304780662,0.8711515151515151,0.02558577764026049,0.026517664529252322,0.0216869273825337,0.03212958210791339,0.04507922033332113,0.04898979485566356,0.022903931479671177,0.06103123588706575
0.58,0.9070422535211268,0.8993456009331118,0.9267240499438643,0.8719671519223591,0.9130434782608695,0.8960000000000001,0.9433525204953777,0.8548951048951048,0.023567888071382395,0.02396952067809021,0.02090866537612789,0.028341504559331786,0.050982779998080756,0.060663003552412394,0.029241098858329897,0.06281553924203384
0.6,0.8845070422535212,0.877385104435648,0.9066788265693875,0.8480913823019087,0.8695652173913043,0.9120000000000001,0.9485081585081584,0.7946833930704899,0.028864650044956676,0.029764939569492152,0.02460820787483169,0.0355205216226317,0.043478260869565175,0.04381780460041331,0.023964075768194846,0.05385446297316192
0.62,0.8591549295774648,0.8527495230357994,0.8823877311570051,0.8231113149145936,0.826086956521739,0.9199999999999999,0.9517013338964558,0.7497354497354498,0.03857201109191308,0.037434581411589,0.03708952950159731,0.038867021208481733,0.07372097807744851,0.048989794855663536,0.025662425035712123,0.07499988335517188
0.64,0.8225352112676056,0.818066383699111,0.8445305809699875,0.7916021864282345,0.7565217391304347,0.944,0.9633483633483634,0.6859318162881106,0.045202271932059765,0.04294905475936626,0.04760061232015803,0.03889081459902929,0.0861374467659085,0.03577708763999661,0.022476791023448284,0.0731595537245979
0.66,0.7802816901408451,0.7774940588011524,0.8012597453275957,0.7537283722747091,0.6869565217391305,0.952,0.9643552233447868,0.6249237848377016,0.029206255427222168,0.027983434577743865,0.031573921559759,0.025311512244647765,0.050047236666179745,0.03346640106136302,0.024397617071752125,0.03643090040809592
