model,iteration,seed,train_accuracy,train_precision,train_recall,train_f1,train_roc_auc,test_accuracy,test_precision,test_recall,test_f1,test_roc_auc
SVM,iteration_5,42,0.9785714285714285,0.9832402234636871,0.9832402234636871,0.9832402234636871,0.9988384313291664,0.9577464788732394,0.9574468085106383,0.9782608695652174,0.967741935483871,0.9765217391304348
