rank_test_macro_f1,param_classifier__kernel,param_classifier__C,param_classifier__gamma,param_classifier__degree,param_classifier__coef0,param_classifier__class_weight,mean_test_macro_f1,std_test_macro_f1,mean_test_f1_b,std_test_f1_b,mean_test_recall_b,std_test_recall_b,mean_test_accuracy,std_test_accuracy,mean_test_roc_auc,std_test_roc_auc,mean_train_macro_f1,std_train_macro_f1
541,poly,1.0,1.0,3.0,0.5,balanced,0.8196545090151683,0.07996240662439898,0.74421204680052,0.12516236171611916,0.6350769230769232,0.149989822139911,0.8519114688128772,0.05594531132008745,0.831131623931624,0.07222033509899878,1.0,0.0
541,poly,3.0,1.0,3.0,0.5,,0.8196545090151683,0.07996240662439898,0.74421204680052,0.12516236171611916,0.6350769230769232,0.149989822139911,0.8519114688128772,0.05594531132008745,0.831131623931624,0.07222033509899878,1.0,0.0
541,poly,3.0,1.0,3.0,0.5,balanced,0.8196545090151683,0.07996240662439898,0.74421204680052,0.12516236171611916,0.6350769230769232,0.149989822139911,0.8519114688128772,0.05594531132008745,0.831131623931624,0.07222033509899878,1.0,0.0
541,poly,10.0,1.0,3.0,0.5,,0.8196545090151683,0.07996240662439898,0.74421204680052,0.12516236171611916,0.6350769230769232,0.149989822139911,0.8519114688128772,0.05594531132008745,0.831131623931624,0.07222033509899878,1.0,0.0
541,poly,10.0,1.0,3.0,0.5,balanced,0.8196545090151683,0.07996240662439898,0.74421204680052,0.12516236171611916,0.6350769230769232,0.149989822139911,0.8519114688128772,0.05594531132008745,0.831131623931624,0.07222033509899878,1.0,0.0
541,poly,30.0,1.0,3.0,0.5,,0.8196545090151683,0.07996240662439898,0.74421204680052,0.12516236171611916,0.6350769230769232,0.149989822139911,0.8519114688128772,0.05594531132008745,0.831131623931624,0.07222033509899878,1.0,0.0
541,poly,30.0,1.0,3.0,0.5,balanced,0.8196545090151683,0.07996240662439898,0.74421204680052,0.12516236171611916,0.6350769230769232,0.149989822139911,0.8519114688128772,0.05594531132008745,0.831131623931624,0.07222033509899878,1.0,0.0
553,poly,3.0,0.03,3.0,0.0,balanced,0.8183011814154888,0.055367780390666206,0.7403662376704739,0.08312177988771197,0.6033846153846154,0.10627818804645606,0.8518712273641851,0.04191015027131401,0.9123282051282052,0.03344168303290586,0.9646955054944757,0.007127720902623753
554,poly,10.0,0.1,3.0,0.0,,0.817412955375447,0.06745769284824842,0.7384260725724141,0.1041771707552659,0.6033846153846154,0.12039540379282704,0.8518712273641851,0.048248204807979034,0.8219418803418804,0.061298328823198064,0.996896916882756,0.0015515717717266627
555,poly,1.0,0.3,3.0,0.5,,0.8171948189097874,0.05112980718518156,0.7410849869995466,0.07656019464694569,0.6110769230769232,0.08535009697273015,0.8490140845070423,0.03891133766744172,0.8584752136752136,0.05947110343736087,1.0,0.0
556,poly,0.1,0.3,3.0,0.0,balanced,0.8171161571992551,0.05190742979983192,0.7408549088908525,0.07745854639010373,0.6113846153846153,0.09108731749417164,0.8490543259557344,0.03976954694440009,0.8542495726495727,0.0567445011854505,0.9914701130001754,0.0028954254741638697
557,poly,0.1,0.3,3.0,0.0,,0.8164590274333146,0.05789421285042105,0.7394381047812699,0.0880285334674907,0.6110769230769232,0.10239452648093275,0.8490140845070423,0.04290248024665435,0.8562940170940172,0.05806617790827001,0.9930122651128463,0.001557799942788
557,poly,3.0,0.1,3.0,0.0,,0.8164590274333146,0.05789421285042105,0.7394381047812699,0.0880285334674907,0.6110769230769232,0.10239452648093275,0.8490140845070423,0.04290248024665435,0.8546940170940172,0.058918211944493135,0.9930122651128463,0.001557799942788
559,poly,1.0,0.3,4.0,0.0,,0.8159666228636594,0.05459758405520381,0.7416666666666666,0.08266397845091497,0.6356923076923077,0.12443253441645305,0.8462776659959758,0.041191010069570225,0.8653470085470086,0.058690910456970245,0.9976714376308161,0.001901285129139305
560,poly,0.1,0.1,3.0,0.0,balanced,0.8142934296525628,0.05749360831443644,0.734093567251462,0.08607972600937168,0.5956923076923076,0.1092650000534773,0.8490543259557344,0.04368234742327548,0.9096547008547009,0.0367218931813093,0.9687043472105732,0.0043133543444198235
561,poly,0.1,0.1,4.0,0.0,balanced,0.8141639609766849,0.042611892108256125,0.7337148600372172,0.06477906920055182,0.588,0.08158431221748455,0.8490945674044266,0.03152449441951334,0.9716991452991453,0.01949697039988279,0.9636303551130047,0.004622501243175121
562,poly,1.0,0.1,3.0,0.0,balanced,0.8134496528921185,0.05155077443256876,0.7353288987435329,0.07577412254172826,0.6036923076923076,0.08822563864098389,0.8462374245472837,0.040416801049111585,0.8746324786324786,0.04781978001775779,0.9844424162279356,0.0024531570188462823
563,poly,3.0,0.1,3.0,0.0,balanced,0.8125801053218342,0.0584064679738967,0.7334580383360871,0.08851712528737893,0.6033846153846153,0.10322331739698096,0.8461971830985915,0.04352677749868581,0.8510974358974359,0.0558097499854639,0.9914701130001754,0.0028954254741638697
564,poly,0.1,1.0,3.0,0.0,balanced,0.8122075585803381,0.08498096777598656,0.7336433387584282,0.13647377661250773,0.6344615384615385,0.16357427786390571,0.8461167002012072,0.05607619524043606,0.7984136752136752,0.0533014219674614,1.0,0.0
564,poly,0.3,1.0,3.0,0.0,,0.8122075585803381,0.08498096777598656,0.7336433387584282,0.13647377661250773,0.6344615384615385,0.16357427786390571,0.8461167002012072,0.05607619524043606,0.7984136752136752,0.0533014219674614,1.0,0.0
564,poly,0.3,1.0,3.0,0.0,balanced,0.8122075585803381,0.08498096777598656,0.7336433387584282,0.13647377661250773,0.6344615384615385,0.16357427786390571,0.8461167002012072,0.05607619524043606,0.7984136752136752,0.0533014219674614,1.0,0.0
564,poly,1.0,1.0,3.0,0.0,,0.8122075585803381,0.08498096777598656,0.7336433387584282,0.13647377661250773,0.6344615384615385,0.16357427786390571,0.8461167002012072,0.05607619524043606,0.7984136752136752,0.0533014219674614,1.0,0.0
564,poly,1.0,1.0,3.0,0.0,balanced,0.8122075585803381,0.08498096777598656,0.7336433387584282,0.13647377661250773,0.6344615384615385,0.16357427786390571,0.8461167002012072,0.05607619524043606,0.7984136752136752,0.0533014219674614,1.0,0.0
564,poly,3.0,1.0,3.0,0.0,,0.8122075585803381,0.08498096777598656,0.7336433387584282,0.13647377661250773,0.6344615384615385,0.16357427786390571,0.8461167002012072,0.05607619524043606,0.7984136752136752,0.0533014219674614,1.0,0.0
564,poly,3.0,1.0,3.0,0.0,balanced,0.8122075585803381,0.08498096777598656,0.7336433387584282,0.13647377661250773,0.6344615384615385,0.16357427786390571,0.8461167002012072,0.05607619524043606,0.7984136752136752,0.0533014219674614,1.0,0.0
564,poly,10.0,0.3,3.0,0.0,,0.8122075585803381,0.08498096777598656,0.7336433387584282,0.13647377661250773,0.6344615384615385,0.16357427786390571,0.8461167002012072,0.05607619524043606,0.7984136752136752,0.0533014219674614,1.0,0.0
564,poly,10.0,1.0,3.0,0.0,,0.8122075585803381,0.08498096777598656,0.7336433387584282,0.13647377661250773,0.6344615384615385,0.16357427786390571,0.8461167002012072,0.05607619524043606,0.7984136752136752,0.0533014219674614,1.0,0.0
564,poly,10.0,0.3,3.0,0.0,balanced,0.8122075585803381,0.08498096777598656,0.7336433387584282,0.13647377661250773,0.6344615384615385,0.16357427786390571,0.8461167002012072,0.05607619524043606,0.7984136752136752,0.0533014219674614,1.0,0.0
564,poly,10.0,1.0,3.0,0.0,balanced,0.8122075585803381,0.08498096777598656,0.7336433387584282,0.13647377661250773,0.6344615384615385,0.16357427786390571,0.8461167002012072,0.05607619524043606,0.7984136752136752,0.0533014219674614,1.0,0.0
564,poly,30.0,0.3,3.0,0.0,,0.8122075585803381,0.08498096777598656,0.7336433387584282,0.13647377661250773,0.6344615384615385,0.16357427786390571,0.8461167002012072,0.05607619524043606,0.7984136752136752,0.0533014219674614,1.0,0.0
564,poly,30.0,1.0,3.0,0.0,,0.8122075585803381,0.08498096777598656,0.7336433387584282,0.13647377661250773,0.6344615384615385,0.16357427786390571,0.8461167002012072,0.05607619524043606,0.7984136752136752,0.0533014219674614,1.0,0.0
564,poly,30.0,0.3,3.0,0.0,balanced,0.8122075585803381,0.08498096777598656,0.7336433387584282,0.13647377661250773,0.6344615384615385,0.16357427786390571,0.8461167002012072,0.05607619524043606,0.7984136752136752,0.0533014219674614,1.0,0.0
564,poly,30.0,1.0,3.0,0.0,balanced,0.8122075585803381,0.08498096777598656,0.7336433387584282,0.13647377661250773,0.6344615384615385,0.16357427786390571,0.8461167002012072,0.05607619524043606,0.7984136752136752,0.0533014219674614,1.0,0.0
579,poly,1.0,1.0,2.0,0.5,balanced,0.8119019716907573,0.06877308941650515,0.7389692042374969,0.09821863906027331,0.6507692307692308,0.1394358880055824,0.8404426559356135,0.05674186963971843,0.8230974358974359,0.08294390138241568,1.0,0.0
579,poly,3.0,1.0,2.0,0.5,,0.8119019716907573,0.06877308941650515,0.7389692042374969,0.09821863906027331,0.6507692307692308,0.1394358880055824,0.8404426559356135,0.05674186963971843,0.8229264957264958,0.08303443350848544,1.0,0.0
579,poly,3.0,1.0,2.0,0.5,balanced,0.8119019716907573,0.06877308941650515,0.7389692042374969,0.09821863906027331,0.6507692307692308,0.1394358880055824,0.8404426559356135,0.05674186963971843,0.8229264957264958,0.08303443350848544,1.0,0.0
579,poly,10.0,1.0,2.0,0.5,,0.8119019716907573,0.06877308941650515,0.7389692042374969,0.09821863906027331,0.6507692307692308,0.1394358880055824,0.8404426559356135,0.05674186963971843,0.8229264957264958,0.08303443350848544,1.0,0.0
579,poly,10.0,1.0,2.0,0.5,balanced,0.8119019716907573,0.06877308941650515,0.7389692042374969,0.09821863906027331,0.6507692307692308,0.1394358880055824,0.8404426559356135,0.05674186963971843,0.8229264957264958,0.08303443350848544,1.0,0.0
579,poly,30.0,1.0,2.0,0.5,,0.8119019716907573,0.06877308941650515,0.7389692042374969,0.09821863906027331,0.6507692307692308,0.1394358880055824,0.8404426559356135,0.05674186963971843,0.8229264957264958,0.08303443350848544,1.0,0.0
579,poly,30.0,1.0,2.0,0.5,balanced,0.8119019716907573,0.06877308941650515,0.7389692042374969,0.09821863906027331,0.6507692307692308,0.1394358880055824,0.8404426559356135,0.05674186963971843,0.8229264957264958,0.08303443350848544,1.0,0.0
586,poly,3.0,0.3,3.0,0.0,balanced,0.8114320013218614,0.08474827359167351,0.731667054173448,0.1358203797147897,0.6267692307692309,0.1615651260044333,0.8461167002012072,0.05607619524043606,0.7964923076923077,0.051835814006383985,1.0,0.0
587,poly,10.0,0.1,3.0,0.0,balanced,0.8107719847444477,0.06406566407283003,0.7292949427833149,0.09934535054151653,0.5950769230769232,0.1118172642829182,0.8461569416498994,0.045516191650611715,0.8302358974358975,0.06600064453117263,0.996896916882756,0.0015515717717266627
588,poly,10.0,scale,4.0,0.0,balanced,0.8102060895797891,0.04044761519876561,0.7276172990616075,0.06143815621861868,0.58,0.0779743547584717,0.8462374245472837,0.02998039241725243,0.9719726495726496,0.016838880944461763,0.9579253846428626,0.008280724397286282
589,poly,30.0,0.1,3.0,0.0,balanced,0.8092554134300294,0.08568381023468805,0.7262022562166035,0.13569160968687005,0.6027692307692308,0.1505065215123633,0.8461569416498994,0.058119240801603786,0.7939418803418803,0.06106597111172439,0.996896916882756,0.0015515717717266627
590,poly,1.0,0.1,3.0,0.0,,0.8090866778949284,0.05587210024609801,0.7283113548838838,0.08308057404988774,0.5956923076923076,0.09684441252176809,0.8433802816901409,0.04299711699361526,0.870208547008547,0.054166490796929576,0.9797121567585098,0.004573308291111488
591,poly,1.0,1.0,2.0,0.0,balanced,0.806325712936696,0.05966433275540481,0.7325330782719591,0.08604907152484172,0.6510769230769231,0.13622953133260274,0.8348088531187121,0.04895401591541484,0.825982905982906,0.0803202589564499,1.0,0.0
591,poly,3.0,1.0,2.0,0.0,,0.806325712936696,0.05966433275540481,0.7325330782719591,0.08604907152484172,0.6510769230769231,0.13622953133260274,0.8348088531187121,0.04895401591541484,0.8171076923076923,0.08873023474371092,1.0,0.0
591,poly,3.0,1.0,2.0,0.0,balanced,0.806325712936696,0.05966433275540481,0.7325330782719591,0.08604907152484172,0.6510769230769231,0.13622953133260274,0.8348088531187121,0.04895401591541484,0.8171076923076923,0.08873023474371092,1.0,0.0
591,poly,10.0,1.0,2.0,0.0,,0.806325712936696,0.05966433275540481,0.7325330782719591,0.08604907152484172,0.6510769230769231,0.13622953133260274,0.8348088531187121,0.04895401591541484,0.8171076923076923,0.08873023474371092,1.0,0.0
591,poly,10.0,1.0,2.0,0.0,balanced,0.806325712936696,0.05966433275540481,0.7325330782719591,0.08604907152484172,0.6510769230769231,0.13622953133260274,0.8348088531187121,0.04895401591541484,0.8171076923076923,0.08873023474371092,1.0,0.0
591,poly,30.0,0.3,2.0,0.0,,0.806325712936696,0.05966433275540481,0.7325330782719591,0.08604907152484172,0.6510769230769231,0.13622953133260274,0.8348088531187121,0.04895401591541484,0.8171076923076923,0.08873023474371092,1.0,0.0
591,poly,30.0,1.0,2.0,0.0,,0.806325712936696,0.05966433275540481,0.7325330782719591,0.08604907152484172,0.6510769230769231,0.13622953133260274,0.8348088531187121,0.04895401591541484,0.8171076923076923,0.08873023474371092,1.0,0.0
591,poly,30.0,0.3,2.0,0.0,balanced,0.806325712936696,0.05966433275540481,0.7325330782719591,0.08604907152484172,0.6510769230769231,0.13622953133260274,0.8348088531187121,0.04895401591541484,0.8171076923076923,0.08873023474371092,1.0,0.0
591,poly,30.0,1.0,2.0,0.0,balanced,0.806325712936696,0.05966433275540481,0.7325330782719591,0.08604907152484172,0.6510769230769231,0.13622953133260274,0.8348088531187121,0.04895401591541484,0.8171076923076923,0.08873023474371092,1.0,0.0
600,poly,10.0,0.03,4.0,0.0,balanced,0.8060014691177427,0.04332023526710219,0.7209506323949408,0.06573169305195126,0.572,0.08158431221748455,0.8433802816901409,0.03213137935337347,0.9719384615384616,0.016021351813467342,0.9579253846428626,0.008280724397286282
601,poly,30.0,scale,3.0,0.0,,0.8056935659214846,0.049203675946451565,0.723458120627718,0.07274045165075892,0.588,0.08158431221748455,0.8405633802816901,0.038186908531046455,0.8730735042735043,0.05022330719767338,0.9789218496200929,0.004005585086192929
601,poly,30.0,0.03,3.0,0.0,,0.8056935659214846,0.049203675946451565,0.723458120627718,0.07274045165075892,0.588,0.08158431221748455,0.8405633802816901,0.038186908531046455,0.8736068376068375,0.05084862996156126,0.9781368487133937,0.0031290485070061963
601,poly,30.0,scale,3.0,0.0,balanced,0.8056935659214846,0.049203675946451565,0.723458120627718,0.07274045165075892,0.588,0.08158431221748455,0.8405633802816901,0.038186908531046455,0.8764239316239317,0.043782716675584275,0.9828687339249715,0.003977548942750122
604,poly,1.0,0.3,3.0,0.0,balanced,0.8054241691806666,0.08355457083573616,0.7203950552874513,0.1325872439806034,0.5947692307692308,0.14721589829247103,0.8432997987927566,0.056430995441309466,0.7973196581196581,0.05853952153762483,0.996896916882756,0.0015515717717266627
605,poly,0.1,1.0,3.0,0.0,,0.8050811854278626,0.0804223768273452,0.7232085561497327,0.12997361430177704,0.6187692307692308,0.1535825433867277,0.8404426559356135,0.05224790763124829,0.7985230769230769,0.0537768210259327,1.0,0.0
606,poly,0.3,0.3,3.0,0.0,balanced,0.8034061192388717,0.05653515678937357,0.7183120402632597,0.08817111841547,0.5793846153846154,0.09634061860347072,0.8404828973843058,0.03966823129942161,0.8296683760683761,0.06925254451260104,0.996896916882756,0.0015515717717266627
607,poly,10.0,0.3,2.0,0.0,balanced,0.8021643431411798,0.062314534057422453,0.7259477124183006,0.09072629982880989,0.6430769230769231,0.1423787764251799,0.8319517102615693,0.050462102755601465,0.8327042735042735,0.07373115325315961,1.0,0.0
608,poly,30.0,0.03,3.0,0.0,balanced,0.8019782461805459,0.043650090714807,0.7179210220673636,0.06445237109206309,0.5800000000000001,0.0692820323027551,0.8377062374245472,0.03393015203946523,0.8766017094017095,0.0436034118339272,0.9828687339249715,0.003977548942750122
609,poly,1.0,0.3,3.0,0.0,,0.801691194578767,0.08318801208870437,0.7147384896308855,0.13156591066804407,0.5870769230769232,0.14491491076126967,0.8404828973843058,0.056623507800637914,0.8029880341880341,0.05583151804742959,0.996896916882756,0.0015515717717266627
609,poly,30.0,0.1,3.0,0.0,,0.801691194578767,0.08318801208870437,0.7147384896308855,0.13156591066804407,0.5870769230769232,0.14491491076126967,0.8404828973843058,0.056623507800637914,0.8001504273504274,0.05675898053679009,0.996896916882756,0.0015515717717266627
611,poly,0.3,0.1,3.0,0.0,balanced,0.8002113497318826,0.049456835051399646,0.7137576499388005,0.07424482261907994,0.572,0.08541662601625048,0.8377062374245472,0.03736513316723091,0.8878358974358974,0.03838183513673791,0.9741932043792719,0.004016220582588648
611,poly,10.0,scale,3.0,0.0,balanced,0.8002113497318826,0.049456835051399646,0.7137576499388005,0.07424482261907994,0.572,0.08541662601625048,0.8377062374245472,0.03736513316723091,0.8895863247863248,0.03868235249787067,0.9741932043792719,0.004016220582588648
611,poly,10.0,0.03,3.0,0.0,balanced,0.8002113497318826,0.049456835051399646,0.7137576499388005,0.07424482261907994,0.572,0.08541662601625048,0.8377062374245472,0.03736513316723091,0.8906393162393161,0.0383934540406455,0.9741932043792719,0.004016220582588648
614,poly,1.0,0.3,4.0,0.0,balanced,0.798799871820034,0.04022630556365158,0.7173066331269986,0.06142710304309703,0.6036923076923076,0.08822563864098389,0.8319919517102615,0.02994109816650105,0.8601572649572651,0.06004484690144952,1.0,0.0
615,poly,0.1,0.1,4.0,0.0,,0.7979231743796139,0.04159394741890914,0.7083959899749374,0.0635371712430767,0.556,0.07418894796396565,0.8376659959758552,0.030399318321052134,0.9713162393162392,0.018612814841502512,0.9505718114386321,0.00416786927708992
616,poly,3.0,0.3,3.0,0.0,,0.7965070832775433,0.07797380247819485,0.7092963197757832,0.125782373904181,0.5947692307692308,0.14721589829247103,0.8347283702213278,0.05087203555305894,0.7998358974358974,0.05713566790295134,1.0,0.0
617,poly,0.1,scale,4.0,0.5,,0.7900097366453401,0.03293490677629154,0.6961785326355288,0.05053569862888943,0.5403076923076923,0.05891644871336088,0.8319919517102615,0.02387338993882426,0.9695384615384617,0.011927655892483133,0.9117388229451576,0.012779812762208787
617,poly,0.1,0.03,4.0,0.5,,0.7900097366453401,0.03293490677629154,0.6961785326355288,0.05053569862888943,0.5403076923076923,0.05891644871336088,0.8319919517102615,0.02387338993882426,0.9693606837606838,0.012333200537101007,0.9108883105054396,0.01209531273763298
619,poly,0.3,0.1,3.0,0.0,,0.7896948800929383,0.03322290775371987,0.6955555555555556,0.052751455424307626,0.54,0.06196773353931866,0.8319517102615694,0.022485717422094098,0.8887794871794872,0.03909058334043178,0.9780524969727583,0.0031582161114001536
620,poly,0.1,1.0,4.0,0.0,,0.7896746035969449,0.03837893909923539,0.7021705426356589,0.060066565643081,0.58,0.08579044235810884,0.8262776659959759,0.02719637264571047,0.8391931623931624,0.06580255623708212,1.0,0.0
620,poly,0.1,1.0,4.0,0.0,balanced,0.7896746035969449,0.03837893909923539,0.7021705426356589,0.060066565643081,0.58,0.08579044235810884,0.8262776659959759,0.02719637264571047,0.8391931623931624,0.06580255623708212,1.0,0.0
620,poly,0.3,1.0,4.0,0.0,,0.7896746035969449,0.03837893909923539,0.7021705426356589,0.060066565643081,0.58,0.08579044235810884,0.8262776659959759,0.02719637264571047,0.8391931623931624,0.06580255623708212,1.0,0.0
620,poly,0.3,1.0,4.0,0.0,balanced,0.7896746035969449,0.03837893909923539,0.7021705426356589,0.060066565643081,0.58,0.08579044235810884,0.8262776659959759,0.02719637264571047,0.8391931623931624,0.06580255623708212,1.0,0.0
620,poly,1.0,1.0,4.0,0.0,,0.7896746035969449,0.03837893909923539,0.7021705426356589,0.060066565643081,0.58,0.08579044235810884,0.8262776659959759,0.02719637264571047,0.8391931623931624,0.06580255623708212,1.0,0.0
620,poly,1.0,1.0,4.0,0.0,balanced,0.7896746035969449,0.03837893909923539,0.7021705426356589,0.060066565643081,0.58,0.08579044235810884,0.8262776659959759,0.02719637264571047,0.8391931623931624,0.06580255623708212,1.0,0.0
620,poly,3.0,0.3,4.0,0.0,,0.7896746035969449,0.03837893909923539,0.7021705426356589,0.060066565643081,0.58,0.08579044235810884,0.8262776659959759,0.02719637264571047,0.8391931623931624,0.06580255623708212,1.0,0.0
620,poly,3.0,1.0,4.0,0.0,,0.7896746035969449,0.03837893909923539,0.7021705426356589,0.060066565643081,0.58,0.08579044235810884,0.8262776659959759,0.02719637264571047,0.8391931623931624,0.06580255623708212,1.0,0.0
620,poly,3.0,0.3,4.0,0.0,balanced,0.7896746035969449,0.03837893909923539,0.7021705426356589,0.060066565643081,0.58,0.08579044235810884,0.8262776659959759,0.02719637264571047,0.8391931623931624,0.06580255623708212,1.0,0.0
620,poly,3.0,1.0,4.0,0.0,balanced,0.7896746035969449,0.03837893909923539,0.7021705426356589,0.060066565643081,0.58,0.08579044235810884,0.8262776659959759,0.02719637264571047,0.8391931623931624,0.06580255623708212,1.0,0.0
620,poly,10.0,0.3,4.0,0.0,,0.7896746035969449,0.03837893909923539,0.7021705426356589,0.060066565643081,0.58,0.08579044235810884,0.8262776659959759,0.02719637264571047,0.8391931623931624,0.06580255623708212,1.0,0.0
620,poly,10.0,1.0,4.0,0.0,,0.7896746035969449,0.03837893909923539,0.7021705426356589,0.060066565643081,0.58,0.08579044235810884,0.8262776659959759,0.02719637264571047,0.8391931623931624,0.06580255623708212,1.0,0.0
620,poly,10.0,0.3,4.0,0.0,balanced,0.7896746035969449,0.03837893909923539,0.7021705426356589,0.060066565643081,0.58,0.08579044235810884,0.8262776659959759,0.02719637264571047,0.8391931623931624,0.06580255623708212,1.0,0.0
620,poly,10.0,1.0,4.0,0.0,balanced,0.7896746035969449,0.03837893909923539,0.7021705426356589,0.060066565643081,0.58,0.08579044235810884,0.8262776659959759,0.02719637264571047,0.8391931623931624,0.06580255623708212,1.0,0.0
620,poly,30.0,0.3,4.0,0.0,,0.7896746035969449,0.03837893909923539,0.7021705426356589,0.060066565643081,0.58,0.08579044235810884,0.8262776659959759,0.02719637264571047,0.8391931623931624,0.06580255623708212,1.0,0.0
620,poly,30.0,1.0,4.0,0.0,,0.7896746035969449,0.03837893909923539,0.7021705426356589,0.060066565643081,0.58,0.08579044235810884,0.8262776659959759,0.02719637264571047,0.8391931623931624,0.06580255623708212,1.0,0.0
620,poly,30.0,0.3,4.0,0.0,balanced,0.7896746035969449,0.03837893909923539,0.7021705426356589,0.060066565643081,0.58,0.08579044235810884,0.8262776659959759,0.02719637264571047,0.8391931623931624,0.06580255623708212,1.0,0.0
620,poly,30.0,1.0,4.0,0.0,balanced,0.7896746035969449,0.03837893909923539,0.7021705426356589,0.060066565643081,0.58,0.08579044235810884,0.8262776659959759,0.02719637264571047,0.8391931623931624,0.06580255623708212,1.0,0.0
638,poly,0.3,0.03,2.0,0.0,balanced,0.7872516953819539,0.04859991664374409,0.689955658376711,0.0770768553725658,0.532,0.0908625335328044,0.8319517102615694,0.03281822754834329,0.9746598290598291,0.020060918546228174,0.8608507708699393,0.015896160712120456
639,poly,0.1,scale,2.0,0.0,balanced,0.7871501839699624,0.05516544340555447,0.6895877080087607,0.08683760939334072,0.5329230769230769,0.10108804528433758,0.8320724346076458,0.03776818070825053,0.9563282051282052,0.023970718738825274,0.8394268034412479,0.029300819605535565
639,poly,0.1,0.03,2.0,0.0,balanced,0.7871501839699624,0.05516544340555447,0.6895877080087607,0.08683760939334072,0.5329230769230769,0.10108804528433758,0.8320724346076458,0.03776818070825053,0.9563282051282052,0.023970718738825274,0.8403856161941026,0.02958098177675579
639,poly,1.0,0.01,2.0,0.0,balanced,0.7871501839699624,0.05516544340555447,0.6895877080087607,0.08683760939334072,0.5329230769230769,0.10108804528433758,0.8320724346076458,0.03776818070825053,0.9568547008547009,0.023670131825231956,0.8394195486008442,0.029287528505836068
642,poly,3.0,0.01,2.0,0.0,balanced,0.7859567091136966,0.06209554834918065,0.6870893955925276,0.09876830989840917,0.5319999999999999,0.11565465835840767,0.8319517102615694,0.041594438136662394,0.975008547008547,0.019415649196096837,0.8665080191231462,0.01437525570008387
643,poly,10.0,scale,4.0,0.0,,0.7855980068559345,0.0376347619941467,0.6890943575154103,0.05809656252998949,0.532,0.061449165982948854,0.8290945674044267,0.02684849624663249,0.9704273504273505,0.019269026333710346,0.9472745429366984,0.004749816488360084
643,poly,10.0,0.03,4.0,0.0,,0.7855980068559345,0.0376347619941467,0.6890943575154103,0.05809656252998949,0.532,0.061449165982948854,0.8290945674044267,0.02684849624663249,0.9702495726495727,0.019121919791040762,0.9472745429366984,0.004749816488360084
645,poly,10.0,scale,3.0,0.0,,0.78530909823906,0.0346590808661336,0.6884952217943232,0.054914734424404706,0.532,0.0664529909033446,0.8290945674044267,0.02361305665480415,0.8875418803418803,0.03744258520444751,0.9780524969727583,0.0031582161114001536
645,poly,10.0,0.03,3.0,0.0,,0.78530909823906,0.0346590808661336,0.6884952217943232,0.054914734424404706,0.532,0.0664529909033446,0.8290945674044267,0.02361305665480415,0.8880683760683761,0.036949683354628386,0.9780524969727583,0.0031582161114001536
647,poly,0.3,scale,2.0,0.0,balanced,0.7822413893727578,0.056511311700479766,0.6815522970321732,0.09063862004218869,0.524,0.10307278981380102,0.8290945674044267,0.037066197204396814,0.9748376068376068,0.01994167842455812,0.8627867407670898,0.013751703302108526
648,poly,0.1,0.01,2.0,1.0,,0.7808816233436332,0.03615582644389902,0.6813828462608951,0.057261857517865736,0.5236923076923077,0.06733893780257229,0.8261971830985916,0.02465306889238627,0.9056752136752136,0.033844012709621056,0.8196950370931282,0.016218718833720724
649,rbf,0.3,0.3,,,balanced,0.7737184978984162,0.022320002016312995,0.7590598406591138,0.014517716799675146,0.984,0.01959591794226544,0.7750503018108652,0.023162790501812868,0.9758905982905983,0.019924396807343002,0.8607810830193898,0.012325644485784645
650,poly,0.1,0.1,3.0,0.0,,0.7717420096243626,0.0399263064655297,0.6665079365079365,0.06530429576684389,0.5076923076923077,0.07534378800228021,0.8204828973843059,0.02509221320796947,0.8953094017094017,0.03518869514771949,0.9538543843012356,0.005479382360050678
651,poly,3.0,scale,3.0,0.0,,0.7634558056360421,0.03313534102766447,0.6534310134310134,0.05481197287016893,0.492,0.06400000000000002,0.8148088531187124,0.020230125117272128,0.8944205128205127,0.03380115043120045,0.9472636758151719,0.005457124551164264
652,poly,3.0,scale,4.0,0.0,balanced,0.7622473642153009,0.03548379480278925,0.6504785873206925,0.056920702032311345,0.48461538461538456,0.06186069480801343,0.8148893360160967,0.02320330446067051,0.9733538461538462,0.01329459373258269,0.9211885497100015,0.0033662717046293754
653,rbf,0.1,0.1,,,balanced,0.7598776371118847,0.014844179224306997,0.7472014839620474,0.01018548164686726,0.984,0.01959591794226544,0.760764587525151,0.01522595184044102,0.9710905982905983,0.011922198417532729,0.7835569228652013,0.007661740367272357
654,poly,3.0,0.03,3.0,0.0,,0.7592511851739958,0.03074816469964665,0.6467643467643468,0.05060840174099645,0.484,0.057131427428342804,0.8119517102615695,0.019059583814546904,0.8942564102564102,0.03297920325260401,0.9472636758151719,0.005457124551164264
655,rbf,0.3,0.3,,,,0.7566685477199974,0.23860041712047914,0.6197634609399315,0.3919124864131522,0.6083076923076922,0.4321029901341117,0.8371830985915494,0.1436397302274062,0.9740717948717948,0.019066916470013837,0.9853100876721207,0.0029283158807181567
656,poly,0.3,0.01,4.0,0.5,,0.7556996416363907,0.015215191622125222,0.6414414414414414,0.02444082876801897,0.47661538461538466,0.030928816918471547,0.8091750503018108,0.01022132796780686,0.9505435897435899,0.020221146845571497,0.8364522082988503,0.02645607700316986
