rank_test_macro_f1,param_classifier__kernel,param_classifier__C,param_classifier__gamma,param_classifier__degree,param_classifier__coef0,param_classifier__class_weight,mean_test_macro_f1,std_test_macro_f1,mean_test_f1_b,std_test_f1_b,mean_test_recall_b,std_test_recall_b,mean_test_accuracy,std_test_accuracy,mean_test_roc_auc,std_test_roc_auc,mean_train_macro_f1,std_train_macro_f1
173,poly,0.1,0.03,3.0,0.5,balanced,0.8932637065493552,0.04068113754613992,0.8566364477335799,0.05641922964373039,0.792923076923077,0.07001335460099882,0.9058752515090542,0.03469723092239744,0.9592410256410258,0.019097209444739003,0.9386813718698068,0.0054740026716966214
175,poly,1.0,0.03,4.0,0.5,balanced,0.8929414888699055,0.033651922803646164,0.8556807202459377,0.04752436815181569,0.7855384615384616,0.06544232747123278,0.9059557344064386,0.028072153100687385,0.9624136752136753,0.023635358845212864,0.9705419242917269,0.0019197148508943317
176,poly,0.1,scale,2.0,0.5,balanced,0.892851462179195,0.042964867702541036,0.855581188997338,0.05906192615545752,0.784923076923077,0.0663674547745688,0.905835010060362,0.036980774729553585,0.9500376068376069,0.019629453346269945,0.9223549381998085,0.004154515018144851
176,poly,0.1,0.03,2.0,0.5,balanced,0.892851462179195,0.042964867702541036,0.855581188997338,0.05906192615545752,0.784923076923077,0.0663674547745688,0.905835010060362,0.036980774729553585,0.9495042735042736,0.020004061243001338,0.9223549381998085,0.004154515018144851
178,poly,0.3,scale,3.0,1.0,balanced,0.8928256025271708,0.03190228827459871,0.8554504225932797,0.045031662422320304,0.7852307692307692,0.06609013031795131,0.9059154929577463,0.026672097764539705,0.9624,0.029850789430593445,0.9643278257302181,0.005219080423811878
178,poly,0.3,0.03,3.0,1.0,balanced,0.8928256025271708,0.03190228827459871,0.8554504225932797,0.045031662422320304,0.7852307692307692,0.06609013031795131,0.9059154929577463,0.026672097764539705,0.9624068376068375,0.0293306842387567,0.9635433440546949,0.004009925775494478
180,poly,3.0,0.01,2.0,1.0,balanced,0.892656973509807,0.05129283220953606,0.8552119986518368,0.07076553845505172,0.7926153846153847,0.0934615068059459,0.90579476861167,0.04401288759510828,0.9257435897435897,0.055823069797624955,0.9485549938297393,0.014412528259103347
181,poly,0.1,scale,3.0,1.0,,0.8922347605762084,0.03123896704839484,0.8538573524327455,0.043233759376361015,0.7695384615384615,0.04779046969933274,0.9059154929577463,0.026672097764539705,0.9688136752136753,0.013634373203827857,0.9349251358899823,0.007700257143503404
181,poly,0.1,0.03,3.0,1.0,,0.8922347605762084,0.03123896704839484,0.8538573524327455,0.043233759376361015,0.7695384615384615,0.04779046969933274,0.9059154929577463,0.026672097764539705,0.9693470085470086,0.0132565591531697,0.9349251358899823,0.007700257143503404
183,poly,0.1,scale,4.0,1.0,,0.8922277215890302,0.04118181038333126,0.8538965863585923,0.0577300739864711,0.7772307692307693,0.07528344860018099,0.9059154929577465,0.0346582849767341,0.9702495726495727,0.016871334522075444,0.94729254843087,0.005534584579167498
183,poly,0.1,0.03,4.0,1.0,,0.8922277215890302,0.04118181038333126,0.8538965863585923,0.0577300739864711,0.7772307692307693,0.07528344860018099,0.9059154929577465,0.0346582849767341,0.9702495726495727,0.016871334522075444,0.9464806067585141,0.005528850905663959
185,poly,0.3,scale,3.0,1.0,,0.892185111871855,0.0385221223263445,0.8538191691123178,0.05432026282186682,0.7772307692307692,0.07528344860018099,0.9059154929577465,0.03221694292458649,0.965237606837607,0.025267213852013422,0.9599974921077583,0.00680323431281044
186,poly,1.0,scale,3.0,0.5,,0.8921849242302482,0.0344244802169036,0.8536723385567049,0.047505649851506716,0.7698461538461538,0.05865232028280053,0.9059557344064387,0.02949031082863755,0.9689504273504272,0.02678520574299227,0.9664013548023227,0.004741827770878023
186,poly,1.0,0.03,3.0,0.5,,0.8921849242302482,0.0344244802169036,0.8536723385567049,0.047505649851506716,0.7698461538461538,0.05865232028280053,0.9059557344064387,0.02949031082863755,0.9689504273504272,0.0265243486980344,0.965601079113432,0.00462893249849545
188,poly,1.0,scale,3.0,1.0,balanced,0.8921556802997598,0.03493154884990118,0.8536553322307254,0.04866810085243486,0.7695384615384616,0.05407336677221826,0.9059154929577463,0.02957475452617677,0.9428239316239317,0.04369350398961493,0.9775069955565906,0.003823333215298808
188,poly,1.0,0.03,3.0,1.0,balanced,0.8921556802997598,0.03493154884990118,0.8536553322307254,0.04866810085243486,0.7695384615384616,0.05407336677221826,0.9059154929577463,0.02957475452617677,0.9430017094017094,0.043525814155717234,0.9775069955565906,0.003823333215298808
190,poly,1.0,scale,4.0,1.0,balanced,0.8920818175488284,0.03665664171539258,0.8534269615675723,0.05135070237940823,0.7698461538461538,0.0638756187802217,0.9059557344064386,0.030843331302420656,0.9299145299145298,0.04159160611438941,0.9883860096573193,0.004248115255694212
190,poly,1.0,0.03,4.0,1.0,balanced,0.8920818175488284,0.03665664171539258,0.8534269615675723,0.05135070237940823,0.7698461538461538,0.0638756187802217,0.9059557344064386,0.030843331302420656,0.9307897435897436,0.04202639024239638,0.9883860096573193,0.004248115255694212
192,poly,30.0,0.01,4.0,0.5,,0.8920620250167088,0.036703124826182605,0.853426961567572,0.05135070237940823,0.7695384615384616,0.059698651526503,0.9059154929577463,0.030924080557792468,0.9301196581196581,0.040762116600530876,0.9813096262428302,0.0051690022054397666
193,poly,30.0,scale,2.0,0.5,balanced,0.892027365984583,0.03369572310055907,0.853364121172137,0.04749192359160884,0.7695384615384616,0.059698651526503,0.9059154929577466,0.02816084963601753,0.9155350427350427,0.053461968912024975,0.9938074807480749,0.0030963189891199112
193,poly,30.0,0.03,2.0,0.5,balanced,0.892027365984583,0.03369572310055907,0.853364121172137,0.04749192359160884,0.7695384615384616,0.059698651526503,0.9059154929577466,0.02816084963601753,0.9158905982905982,0.054066407869686806,0.9938074807480749,0.0030963189891199112
195,poly,30.0,0.01,2.0,1.0,,0.8918970424693313,0.04476824654925662,0.8531198751470985,0.06374996387248266,0.7772307692307693,0.08710681737462399,0.9059154929577465,0.036938625091507686,0.9130324786324786,0.057728398056271495,0.9805421409616842,0.005499137868276089
196,poly,0.3,scale,2.0,0.5,,0.8918773086776032,0.03969768480139837,0.8530127360562144,0.055475899226352564,0.7692307692307693,0.0654162819245209,0.9058752515090542,0.03350022657566586,0.9673641025641025,0.018080856374330347,0.9356207097898099,0.007185257115113139
196,poly,0.3,0.03,2.0,0.5,,0.8918773086776032,0.03969768480139837,0.8530127360562144,0.055475899226352564,0.7692307692307693,0.0654162819245209,0.9058752515090542,0.03350022657566586,0.9673641025641025,0.01789637757179161,0.9356207097898099,0.007185257115113139
196,poly,0.3,scale,2.0,1.0,,0.8918773086776032,0.03969768480139837,0.8530127360562144,0.055475899226352564,0.7692307692307693,0.0654162819245209,0.9058752515090542,0.03350022657566586,0.9586666666666666,0.022399294521518516,0.9357497941825945,0.008770692515806852
196,poly,10.0,0.01,2.0,1.0,,0.8918773086776032,0.03969768480139837,0.8530127360562144,0.055475899226352564,0.7692307692307692,0.0654162819245209,0.9058752515090542,0.03350022657566586,0.9220034188034187,0.05819930430092651,0.971806832400101,0.008798502877700988
200,poly,1.0,0.1,2.0,1.0,balanced,0.8916376379464357,0.045746878779973826,0.8523286454024573,0.06478209448180026,0.7698461538461538,0.08532347083045914,0.9059557344064386,0.03796191518085234,0.935425641025641,0.037087108892351416,0.9883860096573193,0.004248115255694212
201,poly,1.0,scale,2.0,1.0,,0.8916051435434319,0.043887569694564824,0.8523432744066094,0.0614352632474675,0.7692307692307692,0.07873556973076655,0.9058752515090542,0.036975169232940946,0.9456615384615384,0.049056737029932594,0.9631064062956101,0.008919134317297827
201,poly,1.0,0.03,2.0,1.0,,0.8916051435434319,0.043887569694564824,0.8523432744066094,0.0614352632474675,0.7692307692307692,0.07873556973076655,0.9058752515090542,0.036975169232940946,0.9454837606837607,0.04895764503505235,0.9623432325737804,0.009238908316001873
203,poly,3.0,0.01,3.0,1.0,,0.8915033544466648,0.043881826003208405,0.8521396962130747,0.06141960986098689,0.7689230769230768,0.07890613103424154,0.9058350100603623,0.036980774729553585,0.939097435897436,0.05096997969116028,0.9686872483433959,0.00827992636876178
204,poly,3.0,scale,2.0,0.0,,0.8914526753704223,0.020196995089075076,0.8516908212560386,0.028606267948248214,0.7544615384615383,0.042962485355586645,0.9060362173038229,0.016775423906187505,0.9671726495726496,0.020399875955557152,0.9627355941243518,0.013609455186792102
204,poly,3.0,0.03,2.0,0.0,,0.8914526753704223,0.020196995089075076,0.8516908212560386,0.028606267948248214,0.7544615384615383,0.042962485355586645,0.9060362173038229,0.016775423906187505,0.9671658119658119,0.020440277424576648,0.9619309816825592,0.01336082090773729
206,poly,1.0,0.3,2.0,0.0,balanced,0.8913972380242473,0.028657187337119427,0.8517166610493202,0.04128859288983637,0.7618461538461538,0.06703456672564292,0.9059557344064386,0.023305531972575906,0.9318564102564103,0.0181853400742277,0.9953546492479634,0.0028894415812237857
207,poly,3.0,0.1,2.0,1.0,,0.8908551195062451,0.03986157633482776,0.8503918908022847,0.05791027461084748,0.7618461538461538,0.09128873499011075,0.9059959758551308,0.03202607547012048,0.9261333333333333,0.045356334034366494,0.9938074807480749,0.0030963189891199112
208,poly,30.0,0.03,2.0,0.5,,0.8903413928132711,0.05155142057414845,0.8491910543518486,0.07392042680376464,0.7615384615384616,0.10794695168784632,0.9059154929577463,0.042102556798335695,0.9230700854700855,0.05456743729500868,0.9938074807480749,0.0030963189891199112
209,poly,3.0,0.1,2.0,1.0,balanced,0.8903174510123861,0.05135047848340669,0.8491464315391815,0.0746024810559526,0.7615384615384615,0.10494067075590009,0.9059154929577465,0.04112168084959389,0.9134495726495727,0.04496156542429186,0.9938074807480749,0.0030963189891199112
210,poly,0.3,scale,4.0,1.0,balanced,0.889780741891333,0.022703979708999622,0.8515011820330969,0.03186818225949595,0.7775384615384615,0.041800880486748786,0.903098591549296,0.01910329004654347,0.9496273504273504,0.034429245485489875,0.9744652204113242,0.004008671009167615
210,poly,0.3,0.03,4.0,1.0,balanced,0.889780741891333,0.022703979708999622,0.8515011820330969,0.03186818225949595,0.7775384615384615,0.041800880486748786,0.903098591549296,0.01910329004654347,0.9498051282051282,0.03419930344182761,0.9744652204113242,0.004008671009167615
210,poly,1.0,scale,3.0,0.5,balanced,0.889780741891333,0.022703979708999622,0.8515011820330969,0.03186818225949595,0.7775384615384615,0.041800880486748786,0.903098591549296,0.01910329004654347,0.9688205128205128,0.02290069590725892,0.972164826759724,0.002907825356126188
210,poly,1.0,0.03,3.0,0.5,balanced,0.889780741891333,0.022703979708999622,0.8515011820330969,0.03186818225949595,0.7775384615384615,0.041800880486748786,0.903098591549296,0.01910329004654347,0.9693538461538462,0.02261482617809022,0.9705741129922147,0.005385080167239011
214,poly,0.1,0.01,4.0,1.0,balanced,0.8894087311540597,0.03844159132794376,0.8507151371747644,0.05262353205765917,0.7769230769230768,0.06147689227688456,0.9029778672032192,0.03327225665938851,0.9381196581196581,0.02617030039357115,0.9265726793784378,0.004172301518561431
215,poly,0.1,1.0,2.0,0.5,,0.8887043966495757,0.023265799444341585,0.8486918667126485,0.03355175299589472,0.7618461538461538,0.050730987927446,0.9031388329979879,0.01891801820655374,0.9373401709401709,0.014636286747857349,0.996896916882756,0.0015515717717266627
215,poly,0.1,1.0,2.0,1.0,,0.8887043966495757,0.023265799444341585,0.8486918667126485,0.03355175299589472,0.7618461538461538,0.050730987927446,0.9031388329979879,0.01891801820655374,0.9299076923076923,0.015367776539718053,0.996896916882756,0.0015515717717266627
217,poly,3.0,scale,3.0,0.5,,0.8886700025229164,0.034644877207231924,0.8486166007905138,0.048402433248511074,0.761846153846154,0.056688915460561366,0.9030985915492957,0.029235793284426447,0.9443008547008548,0.029520209619030405,0.9789511899862461,0.0072710778766539004
217,poly,3.0,0.03,3.0,0.5,,0.8886700025229164,0.034644877207231924,0.8486166007905138,0.048402433248511074,0.761846153846154,0.056688915460561366,0.9030985915492957,0.029235793284426447,0.9446495726495726,0.029833364859669628,0.9789511899862461,0.0072710778766539004
217,poly,30.0,0.01,4.0,0.5,balanced,0.8886700025229164,0.034644877207231924,0.8486166007905138,0.048402433248511074,0.761846153846154,0.056688915460561366,0.9030985915492957,0.029235793284426447,0.9354461538461539,0.046538293235079804,0.9845132332907452,0.0024231135196158635
220,poly,10.0,0.01,4.0,0.5,,0.8882923402586244,0.04085184274919684,0.8477333453285952,0.05715106999830023,0.7615384615384615,0.07247443948522972,0.9030583501006036,0.03443864025470787,0.9510017094017094,0.043484182017858995,0.9742388998614793,0.00850362441605646
221,poly,3.0,0.01,2.0,0.5,,0.8882629573955999,0.03959029575901042,0.8477179275055919,0.0555374609338619,0.7612307692307692,0.06843231874283312,0.9030181086519115,0.033269482330662105,0.9520752136752136,0.028634166757226135,0.9413241281370345,0.00628891834687372
222,poly,30.0,0.01,4.0,1.0,balanced,0.8882338262730964,0.04032735317912995,0.8476260957667062,0.057432249296633285,0.7615384615384616,0.07247443948522972,0.9030583501006035,0.03323232296322303,0.9047247863247863,0.055078552449013544,0.9930348443940972,0.003797988383261434
223,poly,10.0,0.01,2.0,0.5,,0.888216752715709,0.05293378072026611,0.8476741340231833,0.07384739496683947,0.768923076923077,0.09373461214937039,0.9029778672032194,0.04477725144402784,0.9403282051282051,0.05055455536504021,0.9678625244290059,0.008406626507325106
224,poly,0.3,0.03,2.0,1.0,,0.8881838771191513,0.04255706026620269,0.8475159073035716,0.059844423984376185,0.7612307692307693,0.07295877088137318,0.9030181086519115,0.03563879572422009,0.9586666666666666,0.022356925074021965,0.9357497941825945,0.008770692515806852
225,poly,1.0,0.01,4.0,1.0,,0.8879117119849802,0.046468328214107305,0.8468464456539667,0.06535068037324711,0.7612307692307692,0.08510571219677741,0.9030181086519115,0.03892327992161454,0.953511111111111,0.036767779775635494,0.9551076228146573,0.007031301880508156
226,poly,3.0,0.1,2.0,0.5,,0.8878836426671726,0.04356639368978316,0.8466752822076273,0.06267746705461748,0.7618461538461538,0.09128873499011075,0.9031388329979879,0.035437982399354626,0.9359726495726495,0.023851454485468854,0.9922499529363801,0.0024731111201623714
227,poly,0.1,1.0,2.0,0.5,balanced,0.8877888538175922,0.03453506156550405,0.8464315415286737,0.05001417028320676,0.7538461538461538,0.06913155283684243,0.903098591549296,0.027804657090287788,0.9311316239316237,0.013427876077128763,0.9953546492479634,0.0028894415812237857
227,poly,0.1,1.0,2.0,1.0,balanced,0.8877888538175922,0.03453506156550405,0.8464315415286737,0.05001417028320676,0.7538461538461538,0.06913155283684243,0.903098591549296,0.027804657090287788,0.9278837606837607,0.014900267076302317,0.9953546492479634,0.0028894415812237857
229,poly,1.0,scale,2.0,0.0,balanced,0.8877592438119704,0.02529780825334742,0.846193992503396,0.03616027619380179,0.7464615384615384,0.05150883189622543,0.90317907444668,0.020741100063052603,0.9728478632478632,0.018568910932270814,0.9397363569081361,0.014059196291802783
230,poly,0.1,1.0,2.0,0.0,balanced,0.8876819182833084,0.03069847176181417,0.8461795624889659,0.04458747688419338,0.7538461538461538,0.07361502290723772,0.9030985915492957,0.024694810179186233,0.9300991452991454,0.018896102269641012,0.9953546492479634,0.0028894415812237857
230,poly,10.0,0.1,2.0,0.0,balanced,0.8876819182833084,0.03069847176181417,0.8461795624889659,0.04458747688419338,0.7538461538461538,0.07361502290723772,0.9030985915492957,0.024694810179186233,0.9300991452991454,0.018896102269641012,0.9953546492479634,0.0028894415812237857
232,poly,3.0,0.01,4.0,0.5,balanced,0.8875937538882669,0.044117947029201916,0.8499613526570048,0.060083540835992835,0.7932307692307693,0.06971522801907398,0.9002414486921528,0.03842550557959284,0.9585230769230769,0.02439853581530258,0.9525409555037754,0.005893540012993926
233,poly,0.1,0.1,2.0,0.0,balanced,0.8875272545304214,0.030531894394258772,0.8456879352531527,0.044226144947275295,0.7461538461538461,0.059153796138820526,0.9031388329979878,0.024551769224379193,0.9726700854700855,0.018584680792071196,0.9457092575999655,0.010131867313611124
233,poly,10.0,0.01,2.0,0.0,balanced,0.8875272545304214,0.030531894394258772,0.8456879352531527,0.044226144947275295,0.7461538461538461,0.059153796138820526,0.9031388329979878,0.024551769224379193,0.9726700854700855,0.018584680792071196,0.9457092575999655,0.010131867313611124
235,poly,30.0,scale,2.0,0.5,,0.8873598698569442,0.050132954475899334,0.8454676500965295,0.07203369202849662,0.7615384615384616,0.10794695168784632,0.903098591549296,0.040878578003423253,0.9232410256410256,0.05459371730226956,0.9938074807480749,0.0030963189891199112
236,poly,0.3,0.3,2.0,1.0,,0.8871509945438717,0.051113885286375116,0.8448174089247169,0.07319585118300174,0.7538461538461538,0.09949458074504929,0.9031388329979878,0.041780934825639285,0.9438495726495727,0.014075070428531414,0.9914720452576559,0.0029159841131002244
237,poly,10.0,0.01,4.0,1.0,,0.8870652223117815,0.04860489830890707,0.8447242267875618,0.06931163623268867,0.7532307692307693,0.09380125029131017,0.9030181086519115,0.039958157776824335,0.9224820512820514,0.048451967158046366,0.9828884374130571,0.003948257339325215
238,poly,1.0,0.01,4.0,1.0,balanced,0.8862298006172555,0.037054709291542,0.8465178706584812,0.051591083941740834,0.7769230769230768,0.07112951767039945,0.9001609657947686,0.03151971676278295,0.946051282051282,0.04493495010198288,0.9627515998480106,0.00400602750511101
239,poly,0.3,scale,4.0,0.5,balanced,0.8862289469813295,0.028697843848181238,0.8462835571253702,0.04054442711377836,0.769846153846154,0.05291592080419853,0.9002816901408449,0.023911210106775643,0.9686974358974358,0.019696172460260834,0.9524377360767102,0.0028874017377187983
239,poly,0.3,0.03,4.0,0.5,balanced,0.8862289469813295,0.028697843848181238,0.8462835571253702,0.04054442711377836,0.769846153846154,0.05291592080419853,0.9002816901408449,0.023911210106775643,0.9678153846153845,0.019014173673782123,0.9516807601708962,0.001844916347633485
241,linear,1.0,,,,,0.88567551285079,0.05378876479405866,0.8452166396662234,0.07428851695286467,0.7766153846153846,0.10393625720666576,0.9001609657947686,0.046220662994630464,0.8833435897435897,0.061506583956261,0.9426828117057446,0.014459920807747257
242,poly,3.0,scale,4.0,0.5,balanced,0.8854641708950381,0.04189125999134778,0.8442755894030555,0.05918170479400387,0.7621538461538461,0.07487488578094832,0.9003219315895372,0.03486698022909907,0.9396923076923077,0.03646797720045424,0.9868268930254335,0.0019050977975136063
242,poly,3.0,0.03,4.0,0.5,balanced,0.8854641708950381,0.04189125999134778,0.8442755894030555,0.05918170479400387,0.7621538461538461,0.07487488578094832,0.9003219315895372,0.03486698022909907,0.940574358974359,0.03634684514735734,0.9860454828939236,0.0019081816144653576
244,poly,0.3,0.1,3.0,1.0,balanced,0.8853355955953249,0.04221774192830044,0.8440184388036291,0.059846721723771194,0.7618461538461538,0.07598442693140925,0.9002816901408451,0.034997245509613535,0.9317128205128204,0.03398284820026387,0.9891537565440516,0.0038084123461644874
245,poly,1.0,scale,4.0,1.0,,0.8851914303828696,0.033841809610543665,0.8435924462011419,0.04725744264405861,0.7541538461538461,0.05776426282029051,0.9002816901408449,0.028576982485105783,0.9303111111111111,0.03796960447776,0.9836559226942029,0.002909519984430626
245,poly,1.0,0.03,4.0,1.0,,0.8851914303828696,0.033841809610543665,0.8435924462011419,0.04725744264405861,0.7541538461538461,0.05776426282029051,0.9002816901408449,0.028576982485105783,0.9311999999999999,0.03801951415773384,0.9836559226942029,0.002909519984430626
247,poly,0.3,scale,4.0,1.0,,0.8851493065239644,0.03229511255685513,0.8435501629030446,0.04515950820548004,0.7538461538461538,0.05347122214456234,0.9002414486921531,0.027236475570387244,0.9501128205128205,0.040882041561418225,0.974272695298691,0.006413876749780074
247,poly,0.3,0.03,4.0,1.0,,0.8851493065239644,0.03229511255685513,0.8435501629030446,0.04515950820548004,0.7538461538461538,0.05347122214456234,0.9002414486921531,0.027236475570387244,0.9515350427350426,0.041406627556592246,0.974272695298691,0.006413876749780074
249,poly,1.0,0.01,3.0,1.0,,0.8849501541107923,0.03588874182940643,0.8431079984275776,0.05033604827849929,0.7535384615384615,0.060109564657495305,0.9002012072434606,0.03015988524285097,0.9520888888888889,0.029355412565889426,0.9406351528389164,0.00693760281359519
250,poly,0.1,0.1,3.0,1.0,,0.8848255832683168,0.04218953428053803,0.8426945617350711,0.05974936183699941,0.7541538461538461,0.07679003880173257,0.9002816901408451,0.034997245509613535,0.9538735042735043,0.025701748269806108,0.9781444879669545,0.005342544868753007
251,poly,30.0,0.01,3.0,1.0,,0.8845635710896834,0.04406265053825724,0.8421715503121607,0.06274574831889021,0.7535384615384616,0.07856945820936789,0.9002012072434606,0.03630126641273089,0.9103726495726496,0.05511391734281881,0.9906940798178707,0.001918457680152539
252,poly,3.0,scale,3.0,1.0,balanced,0.8845209087049849,0.0452684127751881,0.8420008987754184,0.06439412756645045,0.7538461538461539,0.08566896519529774,0.9002414486921528,0.03734818370397813,0.9246632478632479,0.04670539753405001,0.9883860096573193,0.004248115255694212
253,poly,10.0,0.1,2.0,0.5,,0.8844246944859963,0.04415091206601731,0.8418542120405474,0.06302474103222895,0.7532307692307693,0.08293777520655479,0.9002012072434606,0.03630126641273089,0.9127521367521367,0.0294349245895802,0.996896916882756,0.0015515717717266627
254,poly,30.0,0.01,3.0,0.5,balanced,0.8843896378800359,0.04969133677526582,0.8417386498792604,0.07120286081318243,0.7535384615384616,0.08633168458517192,0.9002012072434606,0.04055012398763977,0.9343658119658119,0.04678653351148994,0.9845132332907452,0.0024231135196158635
255,poly,30.0,0.01,3.0,1.0,balanced,0.8842955696543925,0.04517240020012627,0.8415660497030503,0.06550532194420329,0.7535384615384616,0.08633168458517192,0.9002012072434609,0.036301266412730876,0.9149880341880342,0.055686981323842116,0.9914840926495604,0.0051503375703261
256,poly,3.0,scale,3.0,1.0,,0.8841069049162271,0.03876823064323085,0.8409552698733689,0.05587231280959703,0.7458461538461539,0.074677373140541,0.9002414486921528,0.031412156256455485,0.9235555555555557,0.04410537326241879,0.9867887447706213,0.001930647153322827
256,poly,3.0,0.03,3.0,1.0,,0.8841069049162271,0.03876823064323085,0.8409552698733689,0.05587231280959703,0.7458461538461539,0.074677373140541,0.9002414486921528,0.031412156256455485,0.9244444444444445,0.04335737224965396,0.9867887447706213,0.001930647153322827
258,poly,1.0,0.01,4.0,0.5,balanced,0.8839860637935832,0.04238102640050159,0.8447194258523638,0.05799436907399236,0.784923076923077,0.07102562251226267,0.8973440643863178,0.03676390566941263,0.9555008547008548,0.02092108364339169,0.9349074029035818,0.003360849606859004
259,poly,1.0,0.03,2.0,0.0,balanced,0.8839542214433969,0.03151472751876665,0.8404354100006273,0.04560011970114894,0.7384615384615384,0.06302812371234151,0.9003219315895372,0.025382626713321362,0.9728478632478632,0.018746772795541208,0.9388953535858887,0.014396459489839716
260,poly,0.3,0.01,2.0,1.0,balanced,0.883456156701252,0.03975423182019304,0.8433784960175869,0.0542871135171098,0.7769230769230768,0.06147689227688456,0.8972635814889335,0.03449717992940509,0.9165948717948718,0.03652115273539122,0.9044052997588874,0.009511783100652985
261,poly,0.1,scale,4.0,0.5,balanced,0.8816646326610977,0.04025946461817003,0.8386088386391723,0.05730323382647175,0.7538461538461539,0.07784068086568319,0.89738430583501,0.03320224362566469,0.9580444444444444,0.018623442017859988,0.9369335056662731,0.0025920447721514144
261,poly,0.1,0.03,4.0,0.5,balanced,0.8816646326610977,0.04025946461817003,0.8386088386391723,0.05730323382647175,0.7538461538461539,0.07784068086568319,0.89738430583501,0.03320224362566469,0.9584000000000001,0.018452956536508483,0.936107095455893,0.0031640666850483172
263,poly,3.0,scale,4.0,0.5,,0.8812525501812924,0.04268058055449934,0.8374420364825459,0.06051412826607074,0.7464615384615384,0.08058014496954946,0.8974647887323943,0.03535815295803707,0.9479111111111111,0.024177777777777756,0.9805031336135877,0.003503364663569057
263,poly,3.0,0.03,4.0,0.5,,0.8812525501812924,0.04268058055449934,0.8374420364825459,0.06051412826607074,0.7464615384615384,0.08058014496954946,0.8974647887323943,0.03535815295803707,0.9479111111111111,0.024860936684676767,0.9797090390097495,0.0038631365139154736
265,poly,3.0,0.03,3.0,1.0,balanced,0.8811874261669128,0.04179122856202071,0.8373909696974042,0.059524798700989576,0.7458461538461539,0.074677373140541,0.89738430583501,0.034409615441606096,0.9246632478632479,0.04670539753405001,0.9883860096573193,0.004248115255694212
266,poly,10.0,0.03,3.0,1.0,balanced,0.881171548595891,0.04175877714177161,0.8373611895351025,0.059452877675938785,0.7458461538461539,0.074677373140541,0.89738430583501,0.0344096154416061,0.908451282051282,0.05151569521687672,0.9938074807480749,0.0030963189891199112
267,poly,10.0,0.01,4.0,1.0,balanced,0.8811676336347933,0.041826851658904915,0.8373909696974042,0.059524798700989576,0.7455384615384616,0.07103361984250131,0.8973440643863178,0.034472009717262234,0.9231521367521367,0.05168701822528239,0.9883860096573193,0.004248115255694212
268,poly,10.0,0.03,3.0,0.5,balanced,0.8810809215787371,0.05358728216228508,0.8371514726838178,0.07685020003203188,0.7538461538461538,0.10266046755023636,0.8974245472837022,0.04372792170824191,0.9168273504273504,0.042049994560236136,0.9907095719015,0.003966612255069456
269,poly,1.0,scale,4.0,0.5,,0.8805752559515865,0.04524127906009019,0.8357766110957601,0.06381605060562756,0.7381538461538462,0.08205871761180937,0.8974245472837022,0.03771385976739575,0.970208547008547,0.02372006711106399,0.9734714999073513,0.0038542421411473155
269,poly,1.0,0.03,4.0,0.5,,0.8805752559515865,0.04524127906009019,0.8357766110957601,0.06381605060562756,0.7381538461538462,0.08205871761180937,0.8974245472837022,0.03771385976739575,0.970208547008547,0.02401140888396361,0.9726739819373795,0.0049933020990258654
271,poly,10.0,0.1,2.0,0.5,balanced,0.8805751349464238,0.048891754083893915,0.8360021719992032,0.0700150086580116,0.7452307692307693,0.09113927179819534,0.8973038229376258,0.039981170343058446,0.9108034188034188,0.029931056728994876,0.9953497483828674,0.0029013771557306763
272,poly,0.3,0.1,3.0,1.0,,0.8804460744338523,0.048455362885339276,0.8355176785914905,0.06896129221934472,0.7378461538461539,0.08298342316818497,0.89738430583501,0.039902191670951354,0.9388102564102564,0.024837011775155324,0.9883567666788335,3.1966151732938536e-05
273,poly,10.0,scale,3.0,0.5,,0.8790607855538145,0.0590103551444452,0.8322360248447204,0.08658487077510936,0.7378461538461538,0.12069071431021548,0.89738430583501,0.04651465867416323,0.9235350427350427,0.04068938896642765,0.9906941375789315,0.0031111681680357373
273,poly,10.0,0.03,3.0,0.5,,0.8790607855538145,0.0590103551444452,0.8322360248447204,0.08658487077510936,0.7378461538461538,0.12069071431021548,0.89738430583501,0.04651465867416323,0.9244239316239315,0.04028783631914178,0.9906941375789315,0.0031111681680357373
275,poly,0.1,0.1,3.0,0.5,balanced,0.8784611809621617,0.03992448409862781,0.834212703373472,0.05637713597616542,0.7461538461538461,0.06913155283684243,0.8946076458752514,0.033243041590336024,0.9714735042735043,0.01471712238465711,0.9712505229882324,0.0031419356445981984
276,poly,10.0,scale,3.0,0.5,balanced,0.8777474390406651,0.05045730992676401,0.8325415436058036,0.07251096620242796,0.7458461538461538,0.09368409715192645,0.8945674044265595,0.04105081444135296,0.9171760683760682,0.04205879496503007,0.9907095719015,0.003966612255069456
277,poly,0.3,0.01,4.0,1.0,,0.8775864673689272,0.0416657569625564,0.8321566242203895,0.05880408220370198,0.7375384615384616,0.07120667477522297,0.894486921529175,0.0347245696911594,0.9586666666666666,0.019184355766426953,0.9357547959751308,0.008743200177472172
278,poly,0.1,0.1,3.0,0.5,,0.8773808285032908,0.03977588571599604,0.8314459049544995,0.055965247236001124,0.7304615384615384,0.0672601590399758,0.8946076458752514,0.033243041590336024,0.9735931623931624,0.013168769240432669,0.9734714999073513,0.0038542421411473155
